Longitude,Latitude,depth_m, 14.May.15, 19.May.15, 22.May.15, 29.May.15, 5.Jun.15, 11.Jun.15, 17.Jun.15, 18.Jun.15, 19.Jun.15, 26.Jun.15, 27.Jun.15, 2.Jul.15, 10.Jul.15, 16.Jul.15, 24.Jul.15, 30.Jul.15, 7.Aug.15, 14.Aug.15, 20.Aug.15, 28.Aug.15, 3.Sep.15, 10.Sep.15, 16.Sep.15, 24.Sep.15, 1.Oct.15, 8.Oct.15, 15.Oct.15, 23.Oct.15, 30.Oct.15, 5.Nov.15, 12.Nov.15, 19.Nov.15, 1.Dec.15
-9433960,4775760,6.61,50.4330,49.4225,25.3432,49.7521,48.7112,41.7215,57.5761,58.0936,63.3994,49.9336,24.8244,62.5314,52.1925,62.8102,68.3120,70.6148,81.6536,83.5194,39.1474,80.9204,89.6115,79.2412,84.8709,132.0034,80.0394,98.8252,63.4814,75.3740,51.5685,59.1844,20.1401,32.0690,31.3246
-9433940,4775760,6.64,50.6022,49.5569,25.4266,49.7047,48.5578,41.6226,57.5401,58.0934,63.3457,49.9276,24.9076,62.6533,52.1663,62.8976,68.2661,70.5282,81.8493,83.4871,38.9831,80.6502,89.0928,79.2298,84.4514,131.6413,80.1153,98.9159,63.2157,75.1785,51.6586,59.1438,20.1107,31.9926,31.4151
-9433920,4775760,6.66,50.7624,49.6841,25.5058,49.6601,48.4124,41.5291,57.5058,58.0933,63.2945,49.9220,24.9859,62.7688,52.1413,62.9805,68.2220,70.4465,82.0346,83.4561,38.8274,80.3944,88.6040,79.2190,84.0533,131.2990,80.1869,99.0016,62.9639,74.9934,51.7428,59.1052,20.0825,31.9202,31.5003
-9433900,4775760,6.68,50.9116,49.8022,25.5799,49.6189,48.2750,41.4412,57.4732,58.0945,63.2462,49.9162,25.0589,62.8759,52.1187,63.0569,68.1781,70.3699,82.2078,83.4247,38.6817,80.1554,88.1524,79.2095,83.6784,130.9760,80.2535,99.0799,62.7274,74.8194,51.8184,59.0677,20.0555,31.8522,31.5785
-9433880,4775760,6.70,51.0479,49.9091,25.6480,49.5816,48.1456,41.3587,57.4426,58.0990,63.2009,49.9099,25.1260,62.9722,52.1002,63.1247,68.1325,70.2985,82.3669,83.3906,38.5477,79.9353,87.7466,79.2021,83.3284,130.6710,80.3147,99.1484,62.5077,74.6568,51.8820,59.0305,20.0299,31.7889,31.6478
-9433860,4775760,6.72,51.1692,50.0023,25.7089,49.5490,48.0240,41.2817,57.4141,58.1087,63.1589,49.9024,25.1864,63.0551,52.0872,63.1813,68.0827,70.2324,82.5098,83.3513,38.4270,79.7365,87.3960,79.1975,83.0045,130.3824,80.3700,99.2039,62.3060,74.5061,51.9297,58.9921,20.0057,31.7306,31.7061
-9433840,4775760,6.74,51.2733,50.0792,25.7616,49.5220,47.9095,41.2100,57.3880,58.1261,63.1204,49.8928,25.2396,63.1214,52.0818,63.2239,68.0257,70.1716,82.6342,83.3035,38.3213,79.5616,87.1108,79.1967,82.7077,130.1074,80.4188,99.2433,62.1238,74.3674,51.9572,58.9510,19.9827,31.6774,31.7509
-9433820,4775760,6.76,51.3577,50.1368,25.8048,49.5012,47.8013,41.1430,57.3641,58.1540,63.0853,49.8802,25.2848,63.1681,52.0860,63.2494,67.9582,70.1160,82.7379,83.2436,38.2324,79.4129,86.9025,79.2010,82.4387,129.8426,80.4606,99.2625,61.9620,74.2407,51.9595,58.9054,19.9609,31.6297,31.7794
-9433800,4775760,6.77,51.4199,50.1722,25.8373,49.4877,47.6982,41.0804,57.3427,58.1954,63.0538,49.8637,25.3215,63.1914,52.1024,63.2543,67.8760,70.0654,82.8185,83.1672,38.1622,79.2930,86.7834,79.2114,82.1977,129.5837,80.4949,99.2575,61.8217,74.1256,51.9310,58.8531,19.9402,31.5874,31.7889
-9433780,4775760,6.79,51.4574,50.1819,25.8577,49.4824,47.5990,41.0215,57.3237,58.2540,63.0258,49.8420,25.3490,63.1878,52.1336,63.2350,67.7747,70.0193,82.8736,83.0698,38.1123,79.2043,86.7666,79.2295,81.9843,129.3255,80.5212,99.2236,61.7035,74.0217,51.8655,58.7917,19.9204,31.5507,31.7760
-9433760,4775760,6.80,51.4676,50.1626,25.8649,49.4864,47.5017,40.9653,57.3071,58.3335,63.0010,49.8138,25.3667,63.1531,52.1824,63.1876,67.6493,69.9774,82.9009,82.9460,38.0847,79.1492,86.8657,79.2566,81.7977,129.0620,80.5390,99.1561,61.6079,73.9281,51.7565,58.7185,19.9012,31.5194,31.7375
-9433740,4775760,6.81,51.4478,50.1109,25.8576,49.5005,47.4044,40.9108,57.2928,58.4378,62.9794,49.7777,25.3739,63.0834,52.2516,63.1079,67.4946,69.9391,82.8981,82.7904,38.0809,79.1297,87.0947,79.2943,81.6364,128.7866,80.5479,99.0499,61.5350,73.8437,51.5971,58.6307,19.8823,31.4934,31.6698
-9433720,4775760,6.81,51.3957,50.0234,25.8346,49.5258,47.3049,40.8570,57.2806,58.5711,62.9606,49.7326,25.3702,62.9748,52.3444,62.9922,67.3049,69.9037,82.8632,82.5972,38.1025,79.1478,87.4675,79.3442,81.4982,128.4918,80.5475,98.9000,61.4847,73.7671,51.3803,58.5251,19.8632,31.4725,31.5694
-9433700,4775760,6.82,51.3091,49.8971,25.7950,49.5633,47.2005,40.8024,57.2702,58.7373,62.9442,49.6769,25.3552,62.8236,52.4636,62.8365,67.0748,69.8704,82.7945,82.3607,38.1505,79.2050,87.9971,79.4079,81.3804,128.1702,80.5375,98.7016,61.4562,73.6967,51.0993,58.3989,19.8434,31.4563,31.4330
-9433680,4775760,6.82,51.1863,49.7292,25.7381,49.6137,47.0889,40.7458,57.2613,58.9402,62.9300,49.6097,25.3287,62.6266,52.6119,62.6376,66.7989,69.8384,82.6907,82.0755,38.2259,79.3021,88.6950,79.4868,81.2798,127.8141,80.5179,98.4505,61.4485,73.6307,50.7477,58.2490,19.8224,31.4442,31.2577
-9433660,4775760,6.83,51.0261,49.5178,25.6635,49.6777,46.9674,40.6856,57.2535,59.1830,62.9173,49.5299,25.2907,62.3814,52.7914,62.3927,66.4726,69.8069,82.5512,81.7370,38.3291,79.4395,89.5701,79.5821,81.1923,127.4164,80.4887,98.1430,61.4601,73.5669,50.3202,58.0728,19.7997,31.4358,31.0409
-9433640,4775760,6.83,50.8281,49.2616,25.5712,49.7557,46.8337,40.6206,57.2465,59.4681,62.9056,49.4369,25.2412,62.0865,53.0038,62.1003,66.0923,69.7749,82.3761,81.3414,38.4597,79.6166,90.6279,79.6947,81.1138,126.9707,80.4500,97.7770,61.4889,73.5032,49.8129,57.8684,19.7745,31.4303,30.7812
-9433620,4775760,6.83,50.5928,48.9608,25.4616,49.8477,46.6859,40.5494,57.2396,59.7968,62.8946,49.3305,25.1809,61.7419,53.2496,61.7599,65.6556,69.7416,82.1664,80.8867,38.6167,79.8317,91.8695,79.8251,81.0399,126.4723,80.4024,97.3515,61.5324,73.4377,49.2241,57.6342,19.7464,31.4271,30.4779
-9433600,4775760,6.83,50.3220,48.6167,25.3358,49.9534,46.5224,40.4712,57.2325,60.1688,62.8837,49.2109,25.1105,61.3490,53.5287,61.3727,65.1622,69.7063,81.9242,80.3725,38.7986,80.0824,93.2903,79.9733,80.9660,125.9183,80.3466,96.8678,61.5877,73.3683,48.5543,57.3701,19.7148,31.4253,30.1318
-9433580,4775760,6.83,50.0184,48.2322,25.1955,50.0719,46.3426,40.3853,57.2246,60.5824,62.8724,49.0789,25.0310,60.9111,53.8393,60.9414,64.6138,69.6685,81.6526,79.8009,39.0025,80.3648,94.8794,80.1384,80.8880,125.3082,80.2835,96.3292,61.6519,73.2935,47.8073,57.0769,19.6793,31.4243,29.7454
-9433560,4775760,6.83,49.6863,47.8118,25.0427,50.2020,46.1466,40.2915,57.2156,61.0340,62.8604,48.9358,24.9438,60.4333,54.1784,60.4708,64.0146,69.6278,81.3558,79.1765,39.2254,80.6742,96.6192,80.3190,80.8023,124.6446,80.2143,95.7411,61.7215,73.2120,46.9899,56.7565,19.6399,31.4232,29.3226
-9433540,4775760,6.83,49.3308,47.3618,24.8802,50.3417,45.9355,40.1901,57.2051,61.5181,62.8475,48.7837,24.8507,59.9224,54.5418,59.9673,63.3714,69.5841,81.0391,78.5066,39.4629,81.0046,98.4855,80.5128,80.7063,123.9330,80.1403,95.1116,61.7934,73.1232,46.1123,56.4126,19.5964,31.4216,28.8690
-9433520,4775760,6.84,48.9583,46.8895,24.7110,50.4889,45.7114,40.0819,57.1930,62.0275,62.8335,48.6249,24.7534,59.3869,54.9240,59.4392,62.6932,69.5376,80.7085,77.8006,39.7105,81.3495,100.4479,80.7171,80.5983,123.1818,80.0632,94.4505,61.8646,73.0272,45.1879,56.0500,19.5492,31.4188,28.3919
-9433500,4775760,6.84,48.5758,46.4035,24.5384,50.6408,45.4774,39.9682,57.1793,62.5536,62.8183,48.4622,24.6541,58.8365,55.3182,58.8957,61.9913,69.4886,80.3705,77.0705,39.9632,81.7018,102.4712,80.9282,80.4781,122.4021,79.9845,93.7694,61.9326,72.9246,44.2324,55.6745,19.4988,31.4146,27.8996
-9433480,4775760,6.84,48.1908,45.9132,24.3659,50.7946,45.2374,39.8509,57.1641,63.0868,62.8022,48.2984,24.5547,58.2815,55.7173,58.3470,61.2782,69.4379,80.0318,76.3293,40.2159,82.0544,104.5171,81.1424,80.3466,121.6073,79.9060,93.0811,61.9954,72.8167,43.2636,55.2928,19.4462,31.4089,27.4014
-9433460,4775760,6.84,47.8107,45.4278,24.1966,50.9473,44.9956,39.7321,57.1477,63.6172,62.7854,48.1365,24.4573,57.7324,56.1138,57.8034,60.5675,69.3862,79.6989,75.5910,40.4639,82.4003,106.5463,81.3555,80.2062,120.8115,79.8291,92.3985,62.0517,72.7054,42.3000,54.9122,19.3924,31.4016,26.9067
-9433440,4775760,6.85,47.4425,44.9563,24.0334,51.0958,44.7567,39.6141,57.1306,64.1348,62.7682,47.9793,24.3635,57.1991,56.5002,57.2748,59.8724,69.3344,79.3777,74.8694,40.7026,82.7333,108.5203,81.5636,80.0602,120.0295,79.7554,91.7341,62.1009,72.5930,41.3597,54.5397,19.3386,31.3930,26.4250
-9433420,4775760,6.85,47.0925,44.5068,23.8788,51.2376,44.5254,39.4994,57.1134,64.6306,62.7509,47.8292,24.2751,56.6906,56.8700,56.7702,59.2057,69.2836,79.0735,74.1776,40.9284,83.0479,110.4043,81.7629,79.9128,119.2754,79.6859,91.0993,62.1433,72.4821,40.4599,54.1823,19.2862,31.3836,25.9648
-9433400,4775760,6.85,46.7657,44.0861,23.7345,51.3702,44.3059,39.3902,57.0967,65.0967,62.7339,47.6880,24.1930,56.2143,57.2172,56.2971,58.5785,69.2347,78.7901,73.5269,41.1385,83.3401,112.1679,81.9500,79.7688,118.5616,79.6217,90.5040,62.1796,72.3752,39.6154,53.8457,19.2366,31.3736,25.5335
-9433380,4775760,6.86,46.4663,43.6995,23.6018,51.4917,44.1020,39.2886,57.0814,65.5266,62.7177,47.5570,24.1183,55.7758,57.5372,55.8612,57.9999,69.1884,78.5304,72.9267,41.3309,83.6067,113.7872,82.1224,79.6330,117.8986,79.5633,89.9555,62.2112,72.2748,38.8385,53.5350,19.1911,31.3638,25.1371
-9433360,4775760,6.86,46.1966,43.3505,23.4812,51.6007,43.9166,39.1963,57.0681,65.9158,62.7026,47.4369,24.0515,55.3787,57.8268,55.4665,57.4769,69.1455,78.2961,72.3838,41.5046,83.8460,115.2445,82.2779,79.5100,117.2941,79.5113,89.4593,62.2397,72.1832,38.1382,53.2539,19.1511,31.3546,24.7798
-9433340,4775760,6.87,45.9582,43.0413,23.3726,51.6961,43.7520,39.1148,57.0575,66.2614,62.6887,47.3279,23.9928,55.0251,58.0840,55.1151,57.0139,69.1063,78.0876,71.9027,41.6594,84.0575,116.5291,82.4153,79.4041,116.7534,79.4656,89.0183,62.2671,72.1021,37.5204,53.0048,19.1174,31.3466,24.4644
-9433320,4775760,6.87,45.7513,42.7724,23.2756,51.7775,43.6096,39.0448,57.0502,66.5623,62.6765,47.2297,23.9420,54.7150,58.3081,54.8074,56.6132,69.0712,77.9046,71.4856,41.7959,84.2414,117.6365,82.5340,79.3188,116.2787,79.4263,88.6335,62.2953,72.0330,36.9880,52.7890,19.0912,31.3402,24.1921
-9433300,4775760,6.87,45.5751,42.5430,23.1891,51.8449,43.4898,38.9869,57.0467,66.8187,62.6659,47.1414,23.8991,54.4474,58.4993,54.5424,56.2750,69.0402,77.7459,71.1324,41.9150,84.3989,118.5673,82.6339,79.2571,115.8701,79.3931,88.3038,62.3263,71.9769,36.5413,52.6065,19.0730,31.3358,23.9628
-9433280,4775760,6.87,45.4283,42.3514,23.1120,51.8984,43.3927,38.9413,57.0474,67.0323,62.6571,47.0619,23.8634,54.2198,58.6590,54.3179,55.9979,69.0132,77.6096,70.8414,42.0183,84.5318,119.3268,82.7156,79.2208,115.5257,79.3656,88.0269,62.3616,71.9342,36.1781,52.4565,19.0633,31.3338,23.7751
-9433260,4775760,6.87,45.3088,42.1952,23.0429,51.9387,43.3174,38.9077,57.0527,67.2055,62.6499,46.9900,23.8345,54.0291,58.7891,54.1311,55.7790,68.9900,77.4935,70.6094,42.1075,84.6421,119.9238,82.7798,79.2114,115.2416,79.3435,87.7993,62.4029,71.9050,35.8947,52.3376,19.0625,31.3343,23.6269
-9433240,4775760,6.87,45.2142,42.0714,22.9804,51.9664,43.2628,38.8857,57.0626,67.3414,62.6443,46.9242,23.8118,53.8717,58.8919,53.9782,55.6144,68.9703,77.3954,70.4324,42.1845,84.7320,120.3690,82.8277,79.2292,115.0130,79.3262,87.6167,62.4512,71.8890,35.6862,52.2476,19.0707,31.3374,23.5156
-9433220,4775760,6.87,45.1422,41.9767,22.9231,51.9824,43.2275,38.8745,57.0774,67.4436,62.6403,46.8631,23.7947,53.7436,58.9702,53.8555,55.4997,68.9535,77.3127,70.3057,42.2511,84.8041,120.6751,82.8607,79.2743,114.8343,79.3132,87.4744,62.5076,71.8858,35.5465,52.1841,19.0878,31.3432,23.4380
-9433200,4775760,6.87,45.0900,41.9079,22.8696,51.9876,43.2096,38.8735,57.0971,67.5159,62.6376,46.8052,23.7824,53.6408,59.0267,53.7590,55.4300,68.9392,77.2432,70.2241,42.3092,84.8604,120.8553,82.8801,79.3459,114.6993,79.3042,87.3676,62.5726,71.8945,35.4694,52.1445,19.1136,31.3516,23.3910
-9433180,4775760,6.87,45.0553,41.8615,22.8187,51.9830,43.2074,38.8817,57.1215,67.5619,62.6360,46.7493,23.7746,53.5595,59.0642,53.6849,55.4004,68.9268,77.1845,70.1823,42.3603,84.9034,120.9227,82.8875,79.4431,114.6017,79.2986,87.2914,62.6465,71.9142,35.4484,52.1260,19.1480,31.3626,23.3711
-9433160,4775760,6.86,45.0357,41.8344,22.7692,51.9694,43.2191,38.8982,57.1507,67.5855,62.6354,46.6941,23.7705,53.4959,59.0855,53.6294,55.4059,68.9159,77.1345,70.1754,42.4061,84.9348,120.8905,82.8842,79.5644,114.5355,79.2960,87.2412,62.7295,71.9440,35.4772,52.1261,19.1906,31.3759,23.3752
-9433140,4775760,6.86,45.0289,41.8238,22.7201,51.9479,43.2426,38.9219,57.1843,67.5900,62.6355,46.6386,23.7698,53.4466,59.0932,53.5892,55.4418,68.9060,77.0915,70.1984,42.4480,84.9565,120.7710,82.8716,79.7081,114.4947,79.2962,87.2128,62.8215,71.9826,35.5495,52.1421,19.2410,31.3914,23.4002
-9433120,4775760,6.86,45.0330,41.8267,22.6707,51.9194,43.2763,38.9520,57.2223,67.5787,62.6362,46.5817,23.7720,53.4086,59.0895,53.5612,55.5037,68.8966,77.0538,70.2467,42.4869,84.9702,120.5757,82.8511,79.8727,114.4739,79.2987,87.2021,62.9223,72.0292,35.6596,52.1717,19.2988,31.4090,23.4432
-9433100,4775760,6.85,45.0462,41.8409,22.6202,51.8845,43.3185,38.9876,57.2644,67.5546,62.6373,46.5228,23.7767,53.3791,59.0766,53.5424,55.5873,68.8872,77.0200,70.3161,42.5241,84.9772,120.3152,82.8238,80.0560,114.4680,79.3034,87.2056,63.0314,72.0825,35.8021,52.2125,19.3635,31.4283,23.5016
-9433080,4775760,6.85,45.0668,41.8641,22.5681,51.8440,43.3676,39.0278,57.3104,67.5202,62.6386,46.4612,23.7836,53.3558,59.0566,53.5307,55.6891,68.8775,76.9889,70.4028,42.5602,84.9787,119.9993,82.7908,80.2563,114.4726,79.3098,87.2202,63.1485,72.1416,35.9721,52.2626,19.4345,31.4493,23.5729
-9433060,4775760,6.84,45.0935,41.8945,22.5141,51.7987,43.4222,39.0717,57.3599,67.4781,62.6400,46.3964,23.7924,53.3366,59.0309,53.5237,55.8055,68.8671,76.9595,70.5033,42.5959,84.9756,119.6365,82.7532,80.4717,114.4837,79.3179,87.2430,63.2728,72.2054,36.1652,52.3201,19.5115,31.4715,23.6551
-9433040,4775760,6.84,45.1251,41.9304,22.4577,51.7492,43.4810,39.1188,57.4127,67.4301,62.6413,46.3281,23.8029,53.3198,59.0012,53.5197,55.9336,68.8558,76.9311,70.6146,42.6318,84.9689,119.2347,82.7117,80.7003,114.4979,79.3275,87.2716,63.4038,72.2731,36.3775,52.3835,19.5939,31.4949,23.7462
-9434140,4775780,6.33,48.7956,48.2266,24.5797,50.2152,50.4679,42.8375,57.9343,57.8179,63.9817,50.1328,23.9596,61.5428,52.2621,62.1824,69.1203,71.5996,79.7443,84.2151,40.7608,83.6602,94.3902,79.2693,89.3392,136.4058,79.2400,98.2092,66.2466,77.5176,50.9854,59.8007,20.4299,32.8867,30.5553
-9434120,4775780,6.36,48.9991,48.3775,24.6776,50.1583,50.2619,42.7002,57.8906,57.8418,63.9177,50.1215,24.0695,61.6757,52.2484,62.2716,69.0392,71.4812,79.9821,84.1458,40.5605,83.3241,93.7780,79.2643,88.8000,135.8951,79.3423,98.3024,65.9052,77.2584,51.0737,59.7333,20.3926,32.7880,30.6581
-9434100,4775780,6.39,49.2048,48.5321,24.7764,50.1003,50.0580,42.5653,57.8469,57.8612,63.8526,50.1099,24.1787,61.8121,52.2311,62.3643,68.9627,71.3640,80.2215,84.0820,40.3588,82.9866,93.1548,79.2573,88.2631,135.3924,79.4436,98.3993,65.5654,77.0014,51.1678,59.6690,20.3558,32.6897,30.7635
-9434080,4775780,6.43,49.4121,48.6899,24.8759,50.0416,49.8571,42.4333,57.8034,57.8761,63.7870,50.0985,24.2868,61.9518,52.2102,62.4605,68.8912,71.2487,80.4619,84.0240,40.1567,82.6488,92.5227,79.2483,87.7305,134.9001,79.5435,98.4999,65.2283,76.7476,51.2675,59.6081,20.3198,32.5922,30.8714
-9434060,4775780,6.46,49.6200,48.8502,24.9756,49.9825,49.6601,42.3046,57.7602,57.8864,63.7212,50.0875,24.3935,62.0941,52.1858,62.5598,68.8251,71.1355,80.7023,83.9722,39.9547,82.3122,91.8841,79.2375,87.2044,134.4204,79.6419,98.6038,64.8951,76.4981,51.3726,59.5508,20.2846,32.4958,30.9812
-9434040,4775780,6.49,49.8277,49.0122,25.0754,49.9232,49.4680,42.1795,57.7175,57.8920,63.6557,50.0772,24.4984,62.2386,52.1582,62.6618,68.7649,71.0251,80.9415,83.9267,39.7539,81.9783,91.2422,79.2250,86.6870,133.9555,79.7383,98.7109,64.5670,76.2537,51.4824,59.4974,20.2502,32.4009,31.0926
-9434020,4775780,6.53,50.0340,49.1750,25.1746,49.8642,49.2815,42.0586,57.6754,57.8931,63.5909,50.0678,24.6012,62.3845,52.1276,62.7660,68.7105,70.9179,81.1785,83.8877,39.5551,81.6487,90.6004,79.2109,86.1807,133.5073,79.8325,98.8204,64.2456,76.0155,51.5963,59.4480,20.2167,32.3081,31.2048
-9434000,4775780,6.56,50.2378,49.3374,25.2728,49.8058,49.1014,41.9423,57.6342,57.8900,63.5273,50.0596,24.7013,62.5308,52.0944,62.8717,68.6622,70.8143,81.4119,83.8549,39.3595,81.3252,89.9626,79.1954,85.6877,133.0778,79.9240,98.9318,63.9321,75.7846,51.7133,59.4026,20.1842,32.2177,31.3173
-9433980,4775780,6.59,50.4376,49.4983,25.3693,49.7483,48.9287,41.8309,57.5941,57.8830,63.4653,50.0525,24.7984,62.6766,52.0592,62.9780,68.6197,70.7147,81.6403,83.8280,39.1682,81.0097,89.3334,79.1789,85.2106,132.6686,80.0125,99.0441,63.6282,75.5620,51.8322,59.3613,20.1528,32.1302,31.4290
-9433960,4775780,6.62,50.6321,49.6562,25.4635,49.6924,48.7638,41.7248,57.5553,57.8729,63.4053,50.0466,24.8918,62.8205,52.0225,63.0838,68.5825,70.6197,81.8623,83.8065,38.9825,80.7042,88.7182,79.1617,84.7516,132.2810,80.0975,99.1560,63.3355,75.3488,51.9514,59.3238,20.1226,32.0460,31.5389
-9433940,4775780,6.64,50.8197,49.8096,25.5547,49.6385,48.6075,41.6243,57.5180,57.8604,63.3478,50.0419,24.9810,62.9608,51.9852,63.1877,68.5501,70.5297,82.0760,83.7893,38.8038,80.4110,88.1228,79.1442,84.3131,131.9158,80.1786,99.2662,63.0554,75.1458,52.0690,59.2898,20.0937,31.9656,31.6458
-9433920,4775780,6.67,50.9985,49.9567,25.6419,49.5871,48.4601,41.5298,57.4824,57.8466,63.2930,50.0380,25.0655,63.0959,51.9483,63.2882,68.5212,70.4448,82.2798,83.7754,38.6334,80.1321,87.5541,79.1269,83.8975,131.5734,80.2552,99.3727,62.7897,74.9539,52.1826,59.2588,20.0661,31.8895,31.7483
-9433900,4775780,6.69,51.1668,50.0953,25.7243,49.5389,48.3219,41.4413,57.4488,57.8330,63.2415,50.0347,25.1446,63.2235,51.9131,63.3834,68.4944,70.3655,82.4715,83.7629,38.4731,79.8700,87.0198,79.1104,83.5067,131.2537,80.3269,99.4733,62.5400,74.7739,52.2896,59.2301,20.0400,31.8180,31.8447
-9433880,4775780,6.72,51.3224,50.2234,25.8007,49.4945,48.1929,41.3589,57.4172,57.8212,63.1933,50.0314,25.2177,63.3414,51.8809,63.4710,68.4679,70.2919,82.6493,83.7498,38.3244,79.6272,86.5286,79.0955,83.1427,130.9559,80.3931,99.5656,62.3078,74.6065,52.3866,59.2027,20.0153,31.7515,31.9330
-9433860,4775780,6.74,51.4631,50.3383,25.8702,49.4548,48.0731,41.2827,57.3880,57.8133,63.1489,50.0275,25.2841,63.4466,51.8534,63.5485,68.4393,70.2242,82.8107,83.7335,38.1891,79.4062,86.0900,79.0831,82.8070,130.6784,80.4533,99.6464,62.0948,74.4521,52.4697,59.1753,19.9921,31.6904,32.0110
-9433840,4775780,6.76,51.5866,50.4374,25.9315,49.4205,47.9618,41.2125,57.3612,57.8117,63.1083,50.0223,25.3431,63.5363,51.8327,63.6131,68.4056,70.1625,82.9535,83.7108,38.0691,79.2096,85.7147,79.0740,82.5011,130.4187,80.5068,99.7123,61.9022,74.3111,52.5345,59.1463,19.9704,31.6349,32.0764
-9433820,4775780,6.77,51.6903,50.5176,25.9832,49.3924,47.8584,41.1479,57.3370,57.8192,63.0717,50.0148,25.3939,63.6069,51.8208,63.6614,68.3634,70.1065,83.0753,83.6780,37.9662,79.0401,85.4146,79.0696,82.2259,130.1737,80.5531,99.7594,61.7316,74.1834,52.5758,59.1141,19.9502,31.5853,32.1262
-9433800,4775780,6.79,51.7716,50.5756,26.0242,49.3716,47.7619,41.0885,57.3156,57.8391,63.0391,50.0038,25.4359,63.6548,51.8204,63.6899,68.3087,70.0563,83.1734,83.6308,37.8825,78.9004,85.2024,79.0709,81.9817,129.9390,80.5916,99.7834,61.5839,74.0690,52.5881,59.0764,19.9313,31.5417,32.1575
-9433780,4775780,6.80,51.8278,50.6082,26.0529,49.3591,47.6708,41.0337,57.2968,57.8749,63.0105,49.9881,25.4684,63.6760,51.8340,63.6948,68.2369,70.0113,83.2454,83.5645,37.8198,78.7931,85.0917,79.0795,81.7686,129.7095,80.6218,99.7795,61.4601,73.9674,52.5649,59.0307,19.9136,31.5042,32.1669
-9433760,4775780,6.81,51.8560,50.6116,26.0680,49.3558,47.5834,40.9827,57.2807,57.9305,62.9858,49.9665,25.4906,63.6665,51.8647,63.6720,68.1428,69.9713,83.2887,83.4735,37.7802,78.7208,85.0968,79.0968,81.5859,129.4793,80.6432,99.7426,61.3608,73.8778,52.4995,58.9744,19.8968,31.4728,32.1509
-9433740,4775780,6.82,51.8535,50.5823,26.0681,49.3628,47.4978,40.9344,57.2673,58.0101,62.9647,49.9374,25.5019,63.6218,51.9154,63.6172,68.0211,69.9357,83.3008,83.3523,37.7653,78.6859,85.2325,79.1245,81.4323,129.2413,80.6552,99.6676,61.2864,73.7992,52.3847,58.9043,19.8807,31.4474,32.1060
-9433720,4775780,6.83,51.8178,50.5167,26.0521,49.3812,47.4114,40.8876,57.2564,58.1180,62.9469,49.8994,25.5018,63.5378,51.9895,63.5262,67.8658,69.9037,83.2795,83.1948,37.7769,78.6903,85.5133,79.1642,81.3058,128.9880,80.6574,99.5489,61.2368,73.7303,52.2132,58.8175,19.8648,31.4276,32.0283
-9433700,4775780,6.83,51.7465,50.4114,26.0188,49.4119,47.3219,40.8411,57.2477,58.2585,62.9322,49.8510,25.4898,63.4105,52.0898,63.3949,67.6712,69.8745,83.2230,82.9949,37.8163,78.7358,85.9532,79.2175,81.2037,128.7114,80.6495,99.3816,61.2114,73.6694,51.9778,58.7106,19.8487,31.4133,31.9144
-9433680,4775780,6.84,51.6376,50.2636,25.9673,49.4558,47.2264,40.7933,57.2410,58.4355,62.9199,49.7909,25.4657,63.2364,52.2194,63.2196,67.4316,69.8473,83.1298,82.7470,37.8845,78.8235,86.5645,79.2860,81.1227,128.4033,80.6315,99.1608,61.2093,73.6145,51.6716,58.5805,19.8318,31.4038,31.7610
-9433660,4775780,6.84,51.4899,50.0710,25.8972,49.5137,47.1224,40.7429,57.2358,58.6526,62.9097,49.7181,25.4294,63.0128,52.3806,62.9975,67.1419,69.8211,82.9989,82.4457,37.9820,78.9538,87.3571,79.3711,81.0589,128.0560,80.6032,98.8828,61.2289,73.5635,51.2888,58.4245,19.8135,31.3986,31.5655
-9433640,4775780,6.84,51.3028,49.8321,25.8083,49.5859,47.0071,40.6883,57.2318,58.9125,62.9010,49.6316,25.3810,62.7377,52.5753,62.7263,66.7979,69.7950,82.8305,82.0871,38.1085,79.1261,88.3376,79.4738,81.0077,127.6623,80.5649,98.5446,61.2682,73.5143,50.8251,58.2402,19.7933,31.3970,31.3260
-9433620,4775780,6.84,51.0766,49.5468,25.7010,49.6726,46.8784,40.6282,57.2283,59.2170,62.8932,49.5311,25.3210,62.4109,52.8045,62.4053,66.3969,69.7680,82.6254,81.6683,38.2634,79.3391,89.5078,79.5945,80.9644,127.2164,80.5171,98.1451,61.3247,73.4644,50.2781,58.0260,19.7705,31.3982,31.0416
-9433600,4775780,6.84,50.8129,49.2162,25.5763,49.7734,46.7345,40.5614,57.2251,59.5662,62.8857,49.4166,25.2502,62.0334,53.0680,62.0353,65.9380,69.7393,82.3855,81.1887,38.4448,79.5900,90.8642,79.7335,80.9242,126.7146,80.4604,97.6849,61.3953,73.4118,49.6477,57.7811,19.7447,31.4014,30.7130
-9433580,4775780,6.84,50.5144,48.8429,25.4357,49.8876,46.5743,40.4872,57.2214,59.9588,62.8780,49.2887,25.1696,61.6081,53.3644,61.6189,65.4221,69.7082,82.1140,80.6495,38.6502,79.8752,92.3969,79.8901,80.8823,126.1554,80.3958,97.1668,61.4767,73.3545,48.9371,57.5061,19.7154,31.4057,30.3422
