Longitude,Latitude,depth_m, 14.May.15, 19.May.15, 22.May.15, 29.May.15, 5.Jun.15, 11.Jun.15, 17.Jun.15, 18.Jun.15, 19.Jun.15, 26.Jun.15, 27.Jun.15, 2.Jul.15, 10.Jul.15, 16.Jul.15, 24.Jul.15, 30.Jul.15, 7.Aug.15, 14.Aug.15, 20.Aug.15, 28.Aug.15, 3.Sep.15, 10.Sep.15, 16.Sep.15, 24.Sep.15, 1.Oct.15, 8.Oct.15, 15.Oct.15, 23.Oct.15, 30.Oct.15, 5.Nov.15, 12.Nov.15, 19.Nov.15, 1.Dec.15
-9433840,4777100,4.46,41.2675,44.2231,22.0022,52.9157,62.0981,50.0031,59.4924,52.2379,68.2013,53.9799,18.6733,60.8028,49.7558,63.5049,78.4581,78.8759,70.4997,93.0422,48.9706,99.1535,117.0235,78.5503,117.7701,174.1402,74.3608,99.8877,82.6262,91.7929,52.4133,66.2270,21.3831,38.3409,28.1405
-9434900,4777120,3.07,48.4033,53.3980,17.9106,50.0450,54.0457,58.4481,60.6362,48.0940,58.1705,35.2663,8.8028,61.9364,42.8021,64.6270,75.9092,82.4097,68.8281,93.5386,52.8438,99.2908,120.2897,74.3842,137.3494,185.8361,63.9833,92.8938,103.3815,101.4988,60.0830,69.7869,28.1135,41.9612,27.7919
-9434880,4777120,3.07,48.6359,53.5328,17.9105,50.0507,53.6194,58.2819,60.6277,48.1327,58.2092,35.1746,8.7460,62.1637,42.7999,64.8269,75.8694,82.4032,68.8671,93.4051,52.9158,99.2874,120.6646,74.4533,137.7774,186.2324,63.9684,92.9648,103.6186,101.5353,60.3013,69.8021,28.1343,42.0642,27.7994
-9434860,4777120,3.06,48.8526,53.6566,17.9119,50.0575,53.2201,58.1219,60.6194,48.1705,58.2500,35.0956,8.6957,62.3784,42.8005,65.0159,75.8336,82.3963,68.9040,93.2792,52.9832,99.2853,121.0200,74.5202,138.1771,186.6060,63.9579,93.0351,103.8362,101.5672,60.5050,69.8157,28.1514,42.1606,27.8065
-9434840,4777120,3.05,49.0513,53.7672,17.9153,50.0658,52.8512,57.9679,60.6111,48.2076,58.2944,35.0322,8.6534,62.5791,42.8045,65.1927,75.8025,82.3886,68.9387,93.1619,53.0450,99.2848,121.3536,74.5851,138.5439,186.9539,63.9534,93.1051,104.0304,101.5931,60.6920,69.8271,28.1638,42.2497,27.8131
-9434820,4777120,3.05,49.2294,53.8626,17.9212,50.0759,52.5164,57.8195,60.6027,48.2444,58.3436,34.9880,8.6210,62.7646,42.8130,65.3562,75.7768,82.3797,68.9710,93.0539,53.1003,99.2861,121.6633,74.6484,138.8731,187.2730,63.9563,93.1757,104.1970,101.6117,60.8602,69.8360,28.1703,42.3302,27.8193
-9434800,4777120,3.05,49.3845,53.9405,17.9304,50.0884,52.2193,57.6763,60.5941,48.2811,58.3992,34.9667,8.6002,62.9336,42.8272,65.5054,75.7573,82.3692,69.0010,92.9559,53.1485,99.2895,121.9473,74.7104,139.1599,187.5601,63.9685,93.2477,104.3317,101.6215,61.0071,69.8416,28.1697,42.4014,27.8250
-9434780,4777120,3.05,49.5142,53.9986,17.9435,50.1039,51.9634,57.5375,60.5851,48.3184,58.4631,34.9722,8.5930,63.0849,42.8483,65.6393,75.7449,82.3567,69.0286,92.8686,53.1885,99.2952,122.2037,74.7715,139.3994,187.8121,63.9919,93.3223,104.4299,101.6206,61.1304,69.8435,28.1607,42.4620,27.8303
-9434760,4777120,3.05,49.6161,54.0343,17.9614,50.1230,51.7522,57.4021,60.5756,48.3568,58.5374,35.0089,8.6016,63.2176,42.8777,65.7570,75.7405,82.3416,69.0539,92.7926,53.2194,99.3037,122.4311,74.8325,139.5865,188.0263,64.0285,93.4008,104.4868,101.6072,61.2280,69.8410,28.1418,42.5113,27.8350
-9434740,4777120,3.05,49.6877,54.0453,17.9850,50.1464,51.5889,57.2688,60.5653,48.3968,58.6242,35.0813,8.6281,63.3308,42.9168,65.8577,75.7450,82.3233,69.0768,92.7284,53.2405,99.3152,122.6281,74.8939,139.7165,188.1999,64.0806,93.4846,104.4975,101.5796,61.2975,69.8334,28.1115,42.5481,27.8394
-9434720,4777120,3.06,49.7267,54.0290,18.0151,50.1749,51.4765,57.1362,60.5540,48.4393,58.7260,35.1941,8.6749,63.4238,42.9672,65.9409,75.7595,82.3012,69.0975,92.6765,53.2508,99.3301,122.7939,74.9566,139.7849,188.3306,64.1505,93.5752,104.4573,101.5357,61.3367,69.8201,28.0681,42.5717,27.8432
-9434700,4777120,3.07,49.7311,53.9830,18.0527,50.2091,51.4178,57.0028,60.5415,48.4850,58.8451,35.3519,8.7442,63.4961,43.0304,66.0063,75.7848,82.2747,69.1161,92.6371,53.2497,99.3489,122.9280,75.0214,139.7872,188.4164,64.2406,93.6743,104.3613,101.4737,61.3439,69.8005,28.0102,42.5812,27.8467
-9434680,4777120,3.08,49.6988,53.9051,18.0987,50.2499,51.4150,56.8666,60.5276,48.5346,58.9842,35.5593,8.8380,63.5476,43.1080,66.0536,75.8219,82.2433,69.1327,92.6104,53.2364,99.3720,123.0303,75.0894,139.7200,188.4559,64.3530,93.7838,104.2053,101.3917,61.3171,69.7739,27.9361,42.5759,27.8498
-9434660,4777120,3.09,49.6284,53.7932,18.1539,50.2981,51.4698,56.7259,60.5120,48.5890,59.1456,35.8206,8.9586,63.5782,43.2014,66.0829,75.8716,82.2064,69.1475,92.5965,53.2104,99.3998,123.1012,75.1616,139.5801,188.4482,64.4901,93.9054,103.9854,101.2880,61.2551,69.7398,27.8442,42.5554,27.8525
-9434640,4777120,3.11,49.5187,53.6457,18.2192,50.3542,51.5831,56.5786,60.4946,48.6488,59.3319,36.1397,9.1075,63.5883,43.3120,66.0946,75.9348,82.1634,69.1606,92.5953,53.1713,99.4329,123.1416,75.2389,139.3654,188.3932,64.6537,94.0408,103.6981,101.1612,61.1567,69.6977,27.7334,42.5193,27.8548
-9434620,4777120,3.13,49.3691,53.4613,18.2951,50.4190,51.7554,56.4229,60.4751,48.7147,59.5449,36.5198,9.2862,63.5785,43.4410,66.0893,76.0121,82.1139,69.1722,92.6065,53.1189,99.4716,123.1530,75.3224,139.0748,188.2915,64.8456,94.1916,103.3413,101.0101,61.0216,69.6471,27.6024,42.4675,27.8569
-9434600,4777120,3.16,49.1793,53.2392,18.3824,50.4929,51.9860,56.2570,60.4533,48.7874,59.7865,36.9633,9.4957,63.5499,43.5891,66.0679,76.1039,82.0577,69.1825,92.6298,53.0533,99.5164,123.1374,75.4128,138.7085,188.1446,65.0670,94.3594,102.9135,100.8339,60.8498,69.5880,27.4505,42.4002,27.8586
-9434580,4777120,3.19,48.9501,52.9794,18.4812,50.5763,52.2735,56.0794,60.4292,48.8672,60.0580,37.4713,9.7365,63.5037,43.7570,66.0315,76.2106,81.9945,69.1916,92.6644,52.9747,99.5677,123.0972,75.5111,138.2679,187.9547,65.3186,94.5452,102.4146,100.6323,60.6419,69.5203,27.2771,42.3177,27.8601
-9434560,4777120,3.22,48.6827,52.6824,18.5916,50.6695,52.6152,55.8886,60.4027,48.9545,60.3599,38.0438,10.0082,63.4413,43.9447,65.9816,76.3320,81.9244,69.1997,92.7097,52.8836,99.6256,123.0354,75.6178,137.7560,187.7251,65.6006,94.7498,101.8461,100.4056,60.3992,69.4440,27.0822,42.2208,27.8614
-9434540,4777120,3.26,48.3792,52.3497,18.7135,50.7722,53.0077,55.6840,60.3737,49.0493,60.6921,38.6794,10.3100,63.3648,44.1520,65.9198,76.4679,81.8475,69.2071,92.7646,52.7809,99.6902,122.9551,75.7331,137.1772,187.4596,65.9123,94.9734,101.2109,100.1545,60.1239,69.3596,26.8663,42.1105,27.8625
-9434520,4777120,3.30,48.0424,51.9835,18.8463,50.8843,53.4462,55.4650,60.3424,49.1514,61.0538,39.3750,10.6401,63.2761,44.3779,65.8479,76.6176,81.7642,69.2137,92.8282,52.6675,99.7616,122.8599,75.8573,136.5374,187.1629,66.2524,95.2158,100.5134,99.8806,59.8187,69.2675,26.6303,41.9881,27.8634
-9434500,4777120,3.34,47.6760,51.5871,18.9893,51.0052,53.9252,55.2318,60.3088,49.2605,61.4431,40.1258,10.9963,63.1775,44.6211,65.7678,76.7800,81.6750,69.2198,92.8991,52.5449,99.8394,122.7534,75.9901,135.8440,186.8403,66.6186,95.4761,99.7597,99.5859,59.4870,69.1685,26.3759,41.8551,27.8642
-9434480,4777120,3.39,47.2843,51.1642,19.1413,51.1339,54.4382,54.9853,60.2733,49.3758,61.8574,40.9256,11.3752,63.0712,44.8796,65.6815,76.9537,81.5806,69.2255,92.9761,52.4145,99.9232,122.6392,76.1308,135.1054,186.4974,67.0080,95.7529,98.9573,99.2731,59.1330,69.0635,26.1052,41.7134,27.8649
-9434460,4777120,3.44,46.8721,50.7196,19.3010,51.2693,54.9782,54.7266,60.2360,49.4966,62.2931,41.7664,11.7731,62.9595,45.1511,65.5911,77.1370,81.4820,69.2310,93.0577,52.2780,100.0123,122.5207,76.2787,134.3312,186.1399,67.4169,96.0440,98.1152,98.9454,58.7611,68.9537,25.8206,41.5649,27.8654
-9434440,4777120,3.49,46.4450,50.2586,19.4666,51.4101,55.5374,54.4577,60.1973,49.6218,62.7459,42.6392,12.1855,62.8449,45.4327,65.4985,77.3278,81.3800,69.2362,93.1423,52.1371,100.1059,122.4010,76.4325,133.5316,185.7734,67.8410,96.3468,97.2432,98.6063,58.3763,68.8403,25.5254,41.4115,27.8659
-9434420,4777120,3.54,46.0086,49.7867,19.6364,51.5548,56.1078,54.1809,60.1576,49.7500,63.2109,43.5337,12.6076,62.7293,45.7213,65.4053,77.5237,81.2759,69.2415,93.2285,51.9937,100.2026,122.2827,76.5908,132.7167,185.4033,68.2756,96.6582,96.3519,98.2596,57.9837,68.7244,25.2228,41.2555,27.8664
-9434400,4777120,3.59,45.5687,49.3101,19.8082,51.7015,56.6816,53.8991,60.1174,49.8801,63.6825,44.4392,13.0344,62.6147,46.0134,65.3133,77.7222,81.1706,69.2469,93.3149,51.8495,100.3011,122.1678,76.7518,131.8971,185.0344,68.7154,96.9745,95.4522,97.9095,57.5885,68.6076,24.9165,41.0987,27.8669
-9434380,4777120,3.64,45.1311,48.8345,19.9803,51.8484,57.2510,53.6151,60.0771,50.0107,64.1551,45.3443,13.4608,62.5028,46.3058,65.2236,77.9205,81.0653,69.2527,93.3999,51.7061,100.4000,122.0576,76.9138,131.0823,184.6706,69.1554,97.2920,94.5549,97.5597,57.1956,68.4909,24.6102,40.9432,27.8674
-9434360,4777120,3.70,44.7012,48.3660,20.1504,51.9937,57.8087,53.3321,60.0371,50.1403,64.6228,46.2383,13.8819,62.3948,46.5949,65.1373,78.1160,80.9610,69.2589,93.4822,51.5652,100.4975,121.9528,77.0748,130.2814,184.3151,69.5903,97.6067,93.6701,97.2141,56.8096,68.3757,24.3076,40.7905,27.8681
-9434340,4777120,3.75,44.2843,47.9099,20.3167,52.1356,58.3482,53.0535,59.9978,50.2678,65.0800,47.1104,14.2929,62.2919,46.8775,65.0550,78.3061,80.8587,69.2660,93.5606,51.4278,100.5919,121.8534,77.2330,129.5021,183.9700,70.0154,97.9149,92.8075,96.8760,56.4349,68.2629,24.0121,40.6422,27.8689
-9434320,4777120,3.79,43.8847,47.4712,20.4775,52.2724,58.8638,52.7821,59.9597,50.3919,65.5213,47.9511,14.6898,62.1946,47.1506,64.9773,78.4881,80.7589,69.2741,93.6340,51.2950,100.6814,121.7587,77.3864,128.7507,183.6362,70.4262,98.2128,91.9751,96.5484,56.0749,68.1533,23.7269,40.4994,27.8700
-9434300,4777120,3.84,43.5063,47.0542,20.6313,52.4025,59.3506,52.5207,59.9230,50.5117,65.9418,48.7517,15.0689,62.1033,47.4118,64.9041,78.6597,80.6624,69.2836,93.7014,51.1676,100.7642,121.6675,77.5334,128.0322,183.3139,70.8188,98.4971,91.1800,96.2336,55.7326,68.0478,23.4549,40.3630,27.8715
-9434280,4777120,3.88,43.1522,46.6623,20.7767,52.5245,59.8049,52.2718,59.8881,50.6263,66.3375,49.5050,15.4274,62.0181,47.6588,64.8354,78.8189,80.5696,69.2947,93.7620,51.0459,100.8386,121.5780,77.6726,127.3499,183.0021,71.1901,98.7647,90.4276,95.9336,55.4103,67.9466,23.1984,40.2335,27.8733
-9434260,4777120,3.93,42.8248,46.2985,20.9128,52.6373,60.2238,52.0374,59.8551,50.7353,66.7048,50.2054,15.7630,61.9388,47.8899,64.7708,78.9638,80.4807,69.3079,93.8151,50.9301,100.9031,121.4882,77.8027,126.7056,182.6991,71.5376,99.0131,89.7217,95.6494,55.1095,67.8502,22.9592,40.1112,27.8757
-9434240,4777120,3.97,42.5258,45.9645,21.0389,52.7400,60.6055,51.8189,59.8243,50.8383,67.0410,50.8484,16.0743,61.8650,48.1041,64.7097,79.0931,80.3957,69.3235,93.8602,50.8202,100.9562,121.3959,77.9226,126.0999,182.4026,71.8595,99.2404,89.0647,95.3818,54.8311,67.7584,22.7387,39.9962,27.8787
-9434220,4777120,4.00,42.2561,45.6616,21.1546,52.8320,60.9490,51.6175,59.7956,50.9350,67.3443,51.4313,16.3605,61.7963,48.3005,64.6517,79.2057,80.3145,69.3418,93.8969,50.7159,100.9967,121.2987,78.0317,125.5319,182.1098,72.1549,99.4452,88.4576,95.1307,54.5755,67.6713,22.5377,39.8881,27.8823
-9434200,4777120,4.04,42.0160,45.3904,21.2597,52.9127,61.2542,51.4338,59.7691,51.0257,67.6135,51.9527,16.6213,61.7319,48.4789,64.5959,79.3006,80.2368,69.3633,93.9249,50.6166,101.0235,121.1942,78.1296,125.0000,181.8174,72.4234,99.6264,87.9001,94.8957,54.3423,67.5884,22.3567,39.7865,27.8868
-9434180,4777120,4.07,41.8054,45.1506,21.3543,52.9822,61.5215,51.2678,59.7447,51.1104,67.8482,52.4123,16.8572,61.6712,48.6395,64.5417,79.3774,80.1623,69.3883,93.9441,50.5219,101.0359,121.0803,78.2161,124.5013,181.5222,72.6652,99.7836,87.3908,94.6762,54.1308,67.5095,22.1956,39.6909,27.8921
-9434160,4777120,4.10,41.6235,44.9416,21.4386,53.0402,61.7519,51.1194,59.7224,51.1896,68.0485,52.8111,17.0690,61.6135,48.7827,64.4884,79.4359,80.0906,69.4170,93.9544,50.4309,101.0331,120.9549,78.2912,124.0329,181.2210,72.8810,99.9168,86.9274,94.4708,53.9401,67.4340,22.0540,39.6007,27.8983
-9434140,4777120,4.13,41.4693,44.7625,21.5131,53.0871,61.9469,50.9879,59.7021,51.2637,68.2151,53.1509,17.2578,61.5582,48.9092,64.4353,79.4762,80.0210,69.4499,93.9557,50.3431,101.0149,120.8164,78.3551,123.5911,180.9106,73.0719,100.0264,86.5072,94.2782,53.7688,67.3614,21.9312,39.5151,27.9055
-9434120,4777120,4.15,41.3416,44.6116,21.5782,53.1231,62.1081,50.8726,59.6835,51.3333,68.3492,53.4342,17.4250,61.5045,49.0200,64.3818,79.4985,79.9531,69.4870,93.9481,50.2577,100.9809,120.6631,78.4083,123.1721,180.5881,73.2393,100.1132,86.1267,94.0970,53.6155,67.2910,21.8264,39.4332,27.9138
-9434100,4777120,4.18,41.2388,44.4874,21.6347,53.1487,62.2376,50.7724,59.6667,51.3990,68.4523,53.6640,17.5725,61.4520,49.1163,64.3274,79.5032,79.8862,69.5287,93.9318,50.1738,100.9312,120.4940,78.4514,122.7720,180.2509,73.3850,100.1779,85.7822,93.9254,53.4786,67.2223,21.7384,39.3545,27.9231
-9434080,4777120,4.20,41.1593,44.3880,21.6833,53.1644,62.3375,50.6859,59.6512,51.4615,68.5262,53.8440,17.7018,61.4001,49.1991,64.2716,79.4909,79.8199,69.5751,93.9068,50.0909,100.8659,120.3084,78.4849,122.3873,179.8969,73.5107,100.2219,85.4700,93.7620,53.3563,67.1546,21.6660,39.2782,27.9335
-9434060,4777120,4.22,41.1013,44.3114,21.7246,53.1708,62.4098,50.6120,59.6371,51.5213,68.5728,53.9777,17.8149,61.3484,49.2698,64.2141,79.4624,79.7537,69.6262,93.8735,50.0083,100.7853,120.1057,78.5096,122.0143,179.5242,73.6183,100.2464,85.1861,93.6050,53.2472,67.0875,21.6079,39.2036,27.9450
-9434040,4777120,4.24,41.0632,44.2558,21.7594,53.1686,62.4567,50.5493,59.6240,51.5791,68.5942,54.0690,17.9136,61.2965,49.3297,64.1546,79.4184,79.6870,69.6822,93.8320,49.9254,100.6898,119.8858,78.5262,121.6498,179.1315,73.7097,100.2528,84.9270,93.4530,53.1496,67.0203,21.5628,39.1300,27.9577
-9434020,4777120,4.26,41.0432,44.2190,21.7884,53.1584,62.4803,50.4963,59.6119,51.6355,68.5926,54.1219,17.9996,61.2443,49.3801,64.0929,79.3598,79.6194,69.7430,93.7825,49.8418,100.5800,119.6489,78.5356,121.2909,178.7179,73.7868,100.2426,84.6889,93.3046,53.0620,66.9527,21.5295,39.0571,27.9714
-9434000,4777120,4.28,41.0396,44.1991,21.8124,53.1409,62.4826,50.4517,59.6005,51.6911,68.5701,54.1402,18.0746,61.1914,49.4222,64.0289,79.2875,79.5505,69.8085,93.7254,49.7570,100.4565,119.3954,78.5386,120.9351,178.2827,73.8515,100.2172,84.4686,93.1584,52.9830,66.8841,21.5066,38.9843,27.9861
-9433980,4777120,4.30,41.0507,44.1943,21.8321,53.1168,62.4657,50.4142,59.5898,51.7463,68.5289,54.1276,18.1402,61.1377,49.4573,63.9626,79.2025,79.4802,69.8786,93.6610,49.6707,100.3200,119.1258,78.5358,120.5801,177.8259,73.9054,100.1782,84.2630,93.0135,52.9113,66.8144,21.4928,38.9112,28.0018
-9433960,4777120,4.32,41.0750,44.2028,21.8479,53.0868,62.4312,50.3825,59.5795,51.8017,68.4710,54.0877,18.1979,61.0832,49.4863,63.8939,79.1057,79.4080,69.9532,93.5896,49.5828,100.1714,118.8411,78.5282,120.2242,177.3476,73.9502,100.1269,84.0694,92.8687,52.8457,66.7431,21.4871,38.8375,28.0185
-9433940,4777120,4.34,41.1111,44.2228,21.8605,53.0515,62.3810,50.3555,59.5696,51.8576,68.3984,54.0238,18.2491,61.0278,49.5103,63.8230,78.9980,79.3338,70.0321,93.5115,49.4930,100.0116,118.5423,78.5163,119.8659,176.8484,73.9873,100.0647,83.8852,92.7234,52.7851,66.6701,21.4883,38.7631,28.0360
-9433920,4777120,4.36,41.1576,44.2529,21.8704,53.0116,62.3167,50.3321,59.5599,51.9144,68.3130,53.9391,18.2948,60.9715,49.5304,63.7498,78.8803,79.2576,70.1150,93.4270,49.4013,99.8413,118.2306,78.5009,119.5043,176.3290,74.0181,99.9929,83.7085,92.5767,52.7287,66.5952,21.4953,38.6877,28.0543
-9433900,4777120,4.38,41.2131,44.2915,21.8781,52.9676,62.2397,50.3114,59.5504,51.9724,68.2166,53.8366,18.3363,60.9143,49.5473,63.6747,78.7537,79.1792,70.2017,93.3366,49.3077,99.6616,117.9073,78.4827,119.1384,175.7904,74.0438,99.9127,83.5372,92.4283,52.6755,66.5183,21.5074,38.6112,28.0732
-9433880,4777120,4.40,41.2765,44.3373,21.8840,52.9201,62.1516,50.2925,59.5410,52.0318,68.1108,53.7188,18.3744,60.8563,49.5618,63.5975,78.6190,79.0986,70.2919,93.2406,49.2122,99.4733,117.5736,78.4621,118.7680,175.2339,74.0654,99.8252,83.3700,92.2777,52.6248,66.4393,21.5236,38.5336,28.0927
-9433860,4777120,4.42,41.3467,44.3891,21.8883,52.8697,62.0534,50.2747,59.5316,52.0927,67.9971,53.5883,18.4100,60.7976,49.5746,63.5187,78.4770,79.0158,70.3851,93.1393,49.1149,99.2775,117.2310,78.4397,118.3927,174.6608,74.0839,99.7315,83.2054,92.1247,52.5759,66.3582,21.5433,38.4549,28.1127
-9433840,4777120,4.44,41.4225,44.4458,21.8915,52.8169,61.9465,50.2573,59.5221,52.1554,67.8770,53.4472,18.4437,60.7381,49.5863,63.4382,78.3286,78.9309,70.4812,93.0331,49.0160,99.0750,116.8811,78.4161,118.0126,174.0727,74.1002,99.6326,83.0425,91.9692,52.5284,66.2751,21.5656,38.3752,28.1331
-9434900,4777140,3.03,48.7296,53.7348,17.7944,49.9660,53.5976,58.6084,60.6642,47.9884,57.9029,34.6834,8.4869,62.0923,42.5963,64.7688,75.8222,82.5121,68.8002,93.4913,52.9930,99.2962,120.5788,74.2986,138.1436,186.4017,63.6745,92.7351,104.1064,101.8030,60.4218,69.9021,28.3174,42.1208,27.7871
-9434880,4777140,3.02,48.9887,53.8908,17.7897,49.9678,53.1289,58.4392,60.6563,48.0271,57.9304,34.5608,8.4158,62.3356,42.5867,64.9824,75.7731,82.5070,68.8422,93.3459,53.0725,99.2881,120.9769,74.3675,138.6158,186.8256,63.6473,92.8009,104.3802,101.8493,60.6631,69.9204,28.3478,42.2334,27.7951
-9434860,4777140,3.01,49.2319,54.0361,17.7861,49.9703,52.6877,58.2774,60.6486,48.0643,57.9590,34.4493,8.3504,62.5658,42.5791,65.1844,75.7277,82.5018,68.8819,93.2087,53.1474,99.2813,121.3544,74.4336,139.0600,187.2265,63.6237,92.8651,104.6356,101.8917,60.8900,69.9372,28.3750,42.3395,27.8027
-9434840,4777140,3.01,49.4568,54.1687,17.7841,49.9739,52.2777,58.1229,60.6411,48.1002,57.9900,34.3521,8.2925,62.7813,42.5744,65.3736,75.6869,82.4961,68.9191,93.0805,53.2167,99.2760,121.7088,74.4972,139.4714,187.6011,63.6051,92.9281,104.8685,101.9290,61.1001,69.9522,28.3981,42.4381,27.8097
-9434820,4777140,3.00,49.6608,54.2864,17.7843,49.9791,51.9029,57.9756,60.6336,48.1353,58.0247,34.2727,8.2436,62.9806,42.5736,65.5488,75.6515,82.4896,68.9538,92.9621,53.2795,99.2724,122.0379,74.5584,139.8449,187.9459,63.5932,92.9907,105.0746,101.9595,61.2909,69.9647,28.4158,42.5281,27.8163
-9434800,4777140,3.00,49.8414,54.3867,17.7874,49.9864,51.5671,57.8351,60.6260,48.1699,58.0647,34.2150,8.2059,63.1624,42.5778,65.7087,75.6221,82.4819,68.9858,92.8545,53.3351,99.2708,122.3393,74.6176,140.1753,188.2575,63.5896,93.0537,105.2494,101.9817,61.4601,69.9743,28.4270,42.6084,27.8224
-9434780,4777140,2.99,49.9958,54.4672,17.7941,49.9963,51.2744,57.7006,60.6182,48.2044,58.1119,34.1830,8.1813,63.3253,42.5884,65.8522,75.5998,82.4723,69.0151,92.7584,53.3823,99.2715,122.6110,74.6752,140.4573,188.5325,63.5965,93.1183,105.3878,101.9938,61.6052,69.9803,28.4301,42.6779,27.8279
-9434760,4777140,2.99,50.1216,54.5252,17.8054,50.0096,51.0283,57.5711,60.6099,48.2394,58.1683,34.1812,8.1721,63.4681,42.6067,65.9783,75.5855,82.4604,69.0417,92.6744,53.4203,99.2748,122.8513,74.7318,140.6856,188.7676,63.6159,93.1857,105.4850,101.9939,61.7236,69.9820,28.4238,42.7355,27.8329
-9434740,4777140,2.99,50.2160,54.5583,17.8220,50.0269,50.8325,57.4456,60.6010,48.2757,58.2362,34.2145,8.1807,63.5900,42.6343,66.0861,75.5802,82.4456,69.0658,92.6032,53.4481,99.2810,123.0586,74.7880,140.8548,188.9599,63.6502,93.2574,105.5356,101.9799,61.8129,69.9788,28.4063,42.7802,27.8374
-9434720,4777140,3.00,50.2765,54.5636,17.8449,50.0491,50.6903,57.3224,60.5912,48.3139,58.3182,34.2877,8.2093,63.6900,42.6728,66.1749,75.5848,82.4271,69.0873,92.5451,53.4647,99.2906,123.2319,74.8448,140.9599,189.1066,63.7019,93.3350,105.5345,101.9499,61.8708,69.9699,28.3761,42.8110,27.8414
-9434700,4777140,3.00,50.3010,54.5387,17.8752,50.0768,50.6046,57.2000,60.5804,48.3548,58.4167,34.4057,8.2605,63.7676,42.7239,66.2443,75.6004,82.4045,69.1064,92.5005,53.4694,99.3038,123.3703,74.9031,140.9963,189.2053,63.7733,93.4203,105.4766,101.9018,61.8952,69.9547,28.3314,42.8271,27.8450
-9434680,4777140,3.01,50.2872,54.4811,17.9137,50.1108,50.5779,57.0765,60.5682,48.3993,58.5344,34.5734,8.3365,63.8225,42.7891,66.2940,75.6279,82.3769,69.1233,92.4697,53.4613,99.3212,123.4736,74.9637,140.9597,189.2544,63.8671,93.5149,105.3572,101.8335,61.8841,69.9323,28.2706,42.8276,27.8481
-9434660,4777140,3.03,50.2336,54.3886,17.9615,50.1521,50.6121,56.9498,60.5544,48.4482,58.6740,34.7954,8.4396,63.8546,42.8701,66.3241,75.6682,82.3438,69.1381,92.4527,53.4399,99.3431,123.5420,75.0279,140.8468,189.2525,63.9854,93.6210,105.1718,101.7431,61.8359,69.9023,28.1920,42.8119,27.8508
-9434640,4777140,3.04,50.1388,54.2593,18.0193,50.2013,50.7085,56.8178,60.5388,48.5023,58.8380,35.0760,8.5716,63.8643,42.9683,66.3348,75.7221,82.3046,69.1510,92.4494,53.4046,99.3701,123.5765,75.0967,140.6550,189.1994,64.1306,93.7403,104.9169,101.6291,61.7496,69.8640,28.0941,42.7796,27.8531
-9434620,4777140,3.06,50.0020,54.0918,18.0880,50.2591,50.8673,56.6786,60.5212,48.5624,59.0286,35.4187,8.7343,63.8522,43.0851,66.3267,75.7903,82.2588,69.1623,92.4594,53.3552,99.4025,123.5784,75.1711,140.3828,189.0952,64.3045,93.8745,104.5896,101.4900,61.6245,69.8170,27.9758,42.7307,27.8551
-9434600,4777140,3.09,49.8230,53.8852,18.1681,50.3261,51.0881,56.5300,60.5013,48.6292,59.2478,35.8262,8.9287,63.8193,43.2215,66.3008,75.8734,82.2060,69.1722,92.4824,53.2917,99.4408,123.5496,75.2522,140.0300,188.9414,64.5085,94.0253,104.1883,101.3249,61.4604,69.7611,27.8360,42.6650,27.8569
-9434580,4777140,3.12,49.6024,53.6393,18.2601,50.4026,51.3694,56.3703,60.4790,48.7033,59.4971,36.3000,9.1554,63.7669,43.3782,66.2582,75.9716,82.1460,69.1808,92.5176,53.2143,99.4852,123.4926,75.3408,139.5978,188.7401,64.7436,94.1939,103.7126,101.1332,61.2581,69.6960,27.6742,42.5831,27.8583
-9434560,4777140,3.15,49.3415,53.3546,18.3641,50.4891,51.7085,56.1979,60.4542,48.7850,59.7773,36.8406,9.4145,63.6966,43.5553,66.2005,76.0848,82.0786,69.1885,92.5642,53.1233,99.5359,123.4106,75.4376,139.0890,188.4943,65.0101,94.3813,103.1633,100.9150,61.0187,69.6218,27.4902,42.4857,27.8595
-9434540,4777140,3.18,49.0422,53.0323,18.4800,50.5853,52.1018,56.0117,60.4269,48.8744,60.0886,37.4466,9.7052,63.6105,43.7528,66.1294,76.2129,82.0039,69.1955,92.6212,53.0197,99.5932,123.3070,75.5432,138.5078,188.2081,65.3076,94.5880,102.5433,100.6710,60.7443,69.5389,27.2844,42.3737,27.8606
-9434520,4777140,3.22,48.7076,52.6748,18.6075,50.6912,52.5444,55.8110,60.3972,48.9717,60.4302,38.1154,10.0259,63.5107,43.9698,66.0467,76.3550,81.9224,69.2019,92.6873,52.9045,99.6569,123.1854,75.6576,137.8603,187.8862,65.6350,94.8138,101.8568,100.4025,60.4378,69.4477,27.0575,42.2484,27.8615
-9434500,4777140,3.27,48.3413,52.2849,18.7456,50.8061,53.0307,55.5957,60.3651,49.0763,60.8006,38.8425,10.3743,63.3997,44.2052,65.9547,76.5103,81.8343,69.2079,92.7612,52.7789,99.7269,123.0498,75.7810,137.1537,187.5340,65.9901,95.0581,101.1097,100.1114,60.1026,69.3488,26.8111,42.1114,27.8624
