date,time,site,lat,long ,depth_m,NO3_mg_L,PO4_ug_L,NH4_mg_L,PP_mg_L,TP_mg_L,TN_mg_L,Chla_ug_L,SS_mg_L,NVSS_mg_L,Notes,
2-Dec-15,12:00,B5,39.5634,-84.7406,7.0,0.4590,10.2000,0.0761,0.0550,0.0221,1.2929,19.50,7.30,2.35,set time to 12:00,
2-Dec-15,12:00,B6,39.55779,-84.7358,8.0,0.4510,8.8300,0.0824,0.0636,0.0220,1.3448,31.45,8.70,3.10,set time to 12:00,
19-Jul-15,11:00,OFGS,,,8.0,5.8900,33.8000,1.1900,0.0710,0.063,8.0712,47.11,11.62,4.45,,
20-Jul-15,11:00,OFGS,,,8.0,5.7300,14.2000,0.7630,0.0535,0.039,7.0463,38.01,8.11,1.79,,
21-Jul-15,11:00,OFGS,,,8.0,5.6200,8.7300,0.6130,0.0567,0.031,6.7288,33.27,8.94,0.93,,
22-Jul-15,11:00,OFGS,,,8.0,5.6700,10.0000,0.3990,0.0746,0.031,6.7432,40.21,14.07,3.12,,
23-Jul-15,11:00,OFGS,,,8.0,5.5700,7.6300,0.1900,0.0579,0.025,6.6566,32.61,16.47,6.11,,
24-Jul-15,11:00,OFGS,,,8.0,5.4500,7.6300,0.0286,0.0604,0.027,6.5844,33.63,18.66,6.00,,
24-Jul-15,11:05,OFGS,,,8.0,5.4500,17.9000,0.5770,0.0380,0.032,6.5989,29.49,6.13,1.01,,
25-Jul-15,8:05,OFGS,,,8.0,5.3700,15.7000,0.5090,0.0390,0.034,6.4690,20.36,7.48,2.36,,
26-Jul-15,5:05,OFGS,,,8.0,5.4500,13.5000,0.5810,0.0429,0.030,6.5123,15.83,7.08,2.48,,
27-Jul-15,2:05,OFGS,,,8.0,5.3100,6.5900,0.4030,0.0562,0.025,6.0504,12.55,8.31,1.86,,
27-Jul-15,23:05,OFGS,,,8.0,5.2500,7.3200,0.2820,0.0593,0.025,6.1081,24.45,11.81,2.87,,
30-Jul-15,11:00,OFGS,,,8.0,4.7300,23.3000,0.6490,0.0166,0.033,5.5885,45.16,8.08,4.29,,
31-Jul-15,8:00,OFGS,,,8.0,4.6900,21.2000,0.6040,0.0330,0.037,5.6173,51.56,9.80,5.20,,
1-Aug-15,5:00,OFGS,,,8.0,4.4200,16.3000,0.6490,0.0330,0.030,5.6462,45.68,11.69,6.10,,
2-Aug-15,2:00,OFGS,,,8.0,4.3200,7.5500,0.5950,0.0494,0.030,5.6318,41.05,14.26,7.48,,
2-Aug-15,23:00,OFGS,,,8.0,4.4900,12.5000,0.5810,0.0528,0.031,5.1555,39.05,11.37,5.90,,
3-Aug-15,20:00,OFGS,,,8.0,4.1200,6.8200,0.4540,0.0502,0.026,5.3864,36.82,10.13,4.44,,
4-Aug-15,17:00,OFGS,,,8.0,3.8600,7.8500,0.3440,0.0698,0.027,5.0833,49.24,14.31,4.10,,
5-Aug-15,14:00,OFGS,,,8.0,3.8500,6.3500,0.2690,0.0726,0.026,5.0977,47.61,12.47,2.55,,
6-Aug-15,4:00,OFGS,,,8.0,3.6400,7.3200,0.0774,0.0593,0.027,4.9101,40.93,14.35,3.40,,
7-Aug-15,10:15,OFGS,,,8.0,4.3500,40.7000,0.0647,0.0488,0.059,4.7946,30.14,10.22,4.63,,
8-Aug-15,14:15,OFGS,,,8.0,3.3200,28.0000,0.7180,0.0443,0.043,4.5492,24.61,9.04,4.08,,
9-Aug-15,18:15,OFGS,,,8.0,3.2900,17.4000,0.6130,0.0601,0.042,4.7080,22.88,15.50,8.43,,
10-Aug-15,15:15,OFGS,,,8.0,3.0300,6.6300,0.4130,0.0545,0.025,4.3904,29.90,18.72,8.03,,
14-Aug-15,11:18,OFGS,,,8.0,2.8000,36.9000,0.7180,0.0372,0.052,4.1739,43.25,5.48,NA,,
16-Aug-15,5:18,OFGS,,,8.0,2.5600,26.4000,0.6590,0.0375,0.040,3.8419,27.29,4.97,NA,,
17-Aug-15,23:18,OFGS,,,8.0,2.5000,6.5300,0.3740,0.0567,0.026,3.7265,40.06,6.10,NA,,
19-Aug-15,17:18,OFGS,,,8.0,2.3700,6.9500,0.1450,0.0833,0.030,3.5821,57.40,13.32,2.69,,
20-Aug-15,10:53,OFGS,,,8.0,2.9100,37.8000,0.0393,0.0287,0.055,3.3223,58.04,4.21,1.80,,
22-Aug-15,4:53,OFGS,,,8.0,2.0900,27.1000,0.5810,0.0321,0.042,3.2213,47.83,6.61,2.60,,
23-Aug-15,22:53,OFGS,,,8.0,1.9000,7.3100,0.4640,0.0510,0.030,2.9615,55.50,6.35,2.18,,
25-Aug-15,16:53,OFGS,,,8.0,1.7500,6.7000,0.3900,0.0622,0.032,2.9615,78.54,8.66,1.79,,
27-Aug-15,3:53,OFGS,,,8.0,1.6300,5.7100,0.3720,0.0681,0.029,2.9615,26.13,8.57,2.26,,
28-Aug-15,14:25,OFGS,,,8.0,1.8600,38.0000,0.4290,0.0287,0.056,2.6872,28.40,4.30,1.17,,
28-Aug-15,14:25,OFGS,,,8.0,1.0800,56.0000,0.7310,0.0098,0.066,2.3119,29.77,NA,NA,,
29-Aug-15,18:25,OFGS,,,8.0,0.9050,21.0000,0.4860,0.0223,0.035,2.0088,28.09,3.72,NA,,
30-Aug-15,8:25,OFGS,,,8.0,1.4800,27.6000,0.6720,0.0541,0.051,2.8893,24.26,5.41,NA,,
31-Aug-15,5:25,OFGS,,,8.0,0.9330,16.4000,0.5040,0.0388,0.035,1.9799,27.31,5.14,0.73,,
1-Sep-15,2:25,OFGS,,,8.0,1.2400,6.4300,0.3090,0.0541,0.027,2.2253,23.18,7.57,1.75,,
1-Sep-15,16:25,OFGS,,,8.0,0.6860,6.8200,0.3680,0.0547,0.031,1.9655,43.13,7.05,0.82,,
2-Sep-15,20:25,OFGS,,,8.0,0.8680,6.6400,0.0570,0.0546,0.026,1.9511,27.30,13.88,4.11,,
3-Sep-15,3:25,OFGS,,,8.0,0.6560,7.1400,0.1740,0.0622,0.029,1.7779,100.66,10.22,3.06,,
4-Sep-15,7:25,OFGS,,,8.0,0.4580,7.4900,0.0255,0.0602,0.029,1.6913,135.68,12.77,3.58,,
10-Sep-15,9:49,OFGS,,,8.0,0.4790,17.2000,0.5860,0.0357,0.033,1.7490,64.81,6.47,3.02,,
11-Sep-15,13:49,OFGS,,,8.0,0.3750,7.7600,0.4640,NA,0.028,1.6335,76.23,8.47,4.01,,
13-Sep-15,0:49,OFGS,,,8.0,0.4350,8.9100,0.4730,0.0374,0.025,1.5469,55.32,7.30,2.50,,
14-Sep-15,11:49,OFGS,,,8.0,0.4500,8.1300,0.4820,0.0649,0.036,1.8789,61.24,16.81,10.64,,
15-Sep-15,22:49,OFGS,,,8.0,0.4680,6.2700,0.2360,0.0659,0.030,1.6768,73.76,11.65,4.46,,
17-Sep-15,21:40,OFGS,,,8.0,0.4430,25.5000,0.5270,0.0468,0.050,1.5613,47.38,5.70,1.96,,
17-Sep-15,2:49,OFGS,,,8.0,0.3960,6.6500,0.0793,0.0820,0.032,1.5613,93.70,13.05,4.94,,
19-Sep-15,1:40,OFGS,,,8.0,0.3020,16.8000,0.5770,0.0563,0.042,1.6913,40.17,6.29,2.48,,
20-Sep-15,12:40,OFGS,,,8.0,0.3180,8.6300,0.4290,0.0478,0.036,1.9078,27.24,4.70,1.72,,
21-Sep-15,23:40,OFGS,,,8.0,0.2910,7.1100,0.4500,0.0575,0.039,1.7490,46.86,12.71,4.40,,
23-Sep-15,10:40,OFGS,,,8.0,0.2080,8.0000,0.1700,0.0854,0.030,1.5758,57.76,13.53,3.76,,
24-Sep-15,14:40,OFGS,,,8.0,0.1820,6.9600,0.1670,0.0847,0.029,1.4603,42.35,12.97,2.72,,
24-Sep-15,9:50,OFGS,,,8.0,0.1470,32.8000,0.7630,0.0373,0.054,1.6191,98.41,5.43,2.71,,
25-Sep-15,6:50,OFGS,,,8.0,0.1410,37.9000,0.7180,0.0255,0.059,1.4892,6.60,5.98,3.20,,
26-Sep-15,10:50,OFGS,,,8.0,0.1390,17.7000,0.6860,0.0619,0.039,1.5325,43.20,6.63,2.98,,
27-Sep-15,14:50,OFGS,,,8.0,0.1110,17.0000,0.7810,0.0717,0.042,1.6335,43.02,8.66,4.03,,
28-Sep-15,18:50,OFGS,,,8.0,0.0969,8.4400,0.3320,0.0966,0.034,1.5325,61.59,12.47,4.20,,
29-Sep-15,22:50,OFGS,,,8.0,0.0971,8.9900,0.2690,0.1097,0.035,1.5180,73.51,13.13,3.68,,
1-Oct-15,2:50,OFGS,,,8.0,0.0898,7.2600,0.2640,0.1063,0.035,1.7490,64.55,13.33,4.19,,
1-Oct-15,10:01,OFGS,,,8.0,0.1090,46.8000,0.8990,0.0424,0.067,1.6191,62.56,8.70,3.72,,
2-Oct-15,21:01,OFGS,,,8.0,0.1270,34.1000,0.8450,0.0688,0.060,1.5902,86.18,13.08,8.22,,
4-Oct-15,15:01,OFGS,,,8.0,0.1320,37.9000,0.8400,0.0523,0.055,1.5613,48.62,10.91,6.41,,
6-Oct-15,9:01,OFGS,,,8.0,0.1140,11.1000,0.5910,0.0846,0.038,1.5180,34.31,9.22,3.48,,
8-Oct-15,3:01,OFGS,,,8.0,0.1280,6.6800,0.0697,0.0823,0.025,1.2857,49.35,13.28,3.95,,
8-Oct-15,9:47,OFGS,,,8.0,0.1160,59.0000,0.7670,0.0209,0.072,1.4892,51.36,5.21,2.88,,
9-Oct-15,6:47,OFGS,,,8.0,0.1610,19.3000,0.4500,0.0523,0.042,1.3044,54.48,6.27,2.35,,
10-Oct-15,10:47,OFGS,,,8.0,0.1820,21.2000,0.6180,0.0765,0.047,1.4747,54.40,9.99,4.84,,
11-Oct-15,14:47,OFGS,,,8.0,0.1540,7.8700,0.4540,0.1015,0.034,1.5180,57.82,9.43,2.95,,
12-Oct-15,18:47,OFGS,,,8.0,0.2180,6.8300,0.5500,0.0659,0.030,1.4026,40.04,9.47,4.22,,
13-Oct-15,22:47,OFGS,,,8.0,0.1920,7.4400,0.4100,0.0867,0.033,1.4170,40.51,13.80,6.20,,
15-Oct-15,2:47,OFGS,,,8.0,0.2200,7.2800,0.3910,0.0996,0.034,1.4603,48.60,17.72,9.01,,
15-Oct-15,9:42,OFGS,,,8.0,0.8390,35.0000,0.1280,0.0319,0.053,1.6335,58.99,6.18,3.83,,
16-Oct-15,20:42,OFGS,,,8.0,0.6570,18.6000,0.1740,0.0605,0.036,1.5180,56.36,12.94,7.97,,
18-Oct-15,14:42,OFGS,,,8.0,0.5820,12.9000,0.1760,0.0581,0.031,1.4459,40.95,9.91,5.47,,
20-Oct-15,8:42,OFGS,,,8.0,0.4860,8.7800,0.1280,0.0797,0.032,1.4603,31.39,17.23,10.94,,
22-Oct-15,2:42,OFGS,,,8.0,0.3680,6.4800,0.0452,0.0826,0.029,1.3232,26.33,13.34,6.50,,
23-Oct-15,2:56,OFGS,,,8.0,0.5560,7.8900,0.0793,0.0669,0.026,1.4314,12.40,9.22,4.89,,
24-Oct-15,13:56,OFGS,,,8.0,0.4510,6.5700,0.0865,0.0763,0.025,1.3708,53.55,11.07,5.84,,
26-Oct-15,7:56,OFGS,,,8.0,0.4210,7.4700,0.0507,0.0884,0.027,1.3506,51.34,17.14,10.31,,
28-Oct-15,1:56,OFGS,,,8.0,0.3920,6.2900,0.0434,0.0966,0.030,1.4026,38.63,17.50,10.29,,
29-Oct-15,19:56,OFGS,,,8.0,0.3600,6.6100,0.0197,0.1013,0.032,1.3492,49.15,20.37,10.77,,
30-Oct-15,15:02,OFGS,,,8.0,0.8180,16.0000,0.3690,0.0827,0.038,2.0088,57.35,13.46,7.78,,
31-Oct-15,12:02,OFGS,,,8.0,0.8260,15.9000,0.4010,0.0763,0.041,2.0232,48.85,14.48,9.77,,
1-Nov-15,16:02,OFGS,,,8.0,0.5740,9.7500,0.4540,0.0905,0.034,2.0954,57.32,13.22,7.51,,
2-Nov-15,20:02,OFGS,,,8.0,0.5160,8.9000,0.2530,0.0724,0.029,1.6046,44.64,12.13,7.16,,
4-Nov-15,0:02,OFGS,,,8.0,0.3880,7.0000,0.0888,0.083,0.025,1.5325,34.43,12.71,6.01,,
5-Nov-15,4:02,OFGS,,,8.0,0.2850,7.2100,0.0024,0.081,0.026,1.3881,33.35,13.08,4.94,,
5-Nov-15,10:08,OFGS,,,8.0,0.3290,21.7000,0.6270,0.077,0.043,1.7634,56.88,8.44,2.93,,
6-Nov-15,7:08,OFGS,,,8.0,0.4910,12.3000,0.2670,0.060,0.033,1.5325,66.38,9.97,3.94,,
7-Nov-15,11:08,OFGS,,,8.0,0.4320,6.9900,0.2180,0.089,0.032,1.4603,61.35,13.00,5.04,,
8-Nov-15,15:08,OFGS,,,8.0,0.4050,6.9200,0.1540,0.075,0.029,1.5613,59.22,16.40,7.49,,
9-Nov-15,19:08,OFGS,,,8.0,0.4670,7.3200,0.0879,0.068,0.029,1.4314,49.66,16.96,9.78,,
10-Nov-15,23:08,OFGS,,,8.0,0.4410,7.9300,0.0725,0.080,0.032,1.5469,29.06,17.95,10.23,,
12-Nov-15,3:08,OFGS,,,8.0,0.4380,7.5900,0.0484,0.077,0.030,1.3881,21.40,15.28,7.95,,
12-Nov-15,9:00,OFGS,,,8.0,0.6480,11.1000,0.0543,0.075,0.034,1.4603,72.01,14.74,9.23,,
13-Nov-15,6:00,OFGS,,,8.0,0.5920,11.5000,0.0933,0.074,0.032,1.5180,76.93,15.08,9.13,,
14-Nov-15,10:00,OFGS,,,8.0,0.5400,8.2900,0.1240,0.075,0.036,1.4747,81.85,14.00,8.23,,
15-Nov-15,14:00,OFGS,,,8.0,0.4890,8.5000,0.0734,0.079,0.033,1.6768,81.92,52.39,27.85,,
16-Nov-15,18:00,OFGS,,,8.0,0.5200,9.7100,0.0360,0.073,0.027,1.4314,66.99,12.75,7.40,,
17-Nov-15,22:00,OFGS,,,8.0,0.4880,8.7100,0.0298,0.077,0.028,1.4459,49.81,13.41,7.77,,
19-Nov-15,2:00,OFGS,,,8.0,0.4680,8.4700,0.0271,0.079,0.028,1.4026,41.80,13.62,7.47,,
