lagoslakeid,sampleyear,value,variable
107694,1991,119.557459,tn_umol
111865,1991,37.11634547,tn_umol
113702,1991,21.05638829,tn_umol
113873,1991,17.84439686,tn_umol
115040,1991,14.13276231,tn_umol
115959,1991,52.10563883,tn_umol
119108,1991,90.64953605,tn_umol
120170,1991,48.53675946,tn_umol
120948,1991,37.66357364,tn_umol
121089,1991,49.60742327,tn_umol
121236,1991,78.15845824,tn_umol
122138,1991,29.62169879,tn_umol
122324,1991,45.68165596,tn_umol
122517,1991,32.59576493,tn_umol
123328,1991,34.97501784,tn_umol
125242,1991,62.45538901,tn_umol
125428,1991,54.96074233,tn_umol
129083,1991,33.5474661,tn_umol
130135,1991,38.18700928,tn_umol
131352,1991,32.83369022,tn_umol
133407,1991,74.58957887,tn_umol
133439,1991,48.17987152,tn_umol
133500,1991,93.14775161,tn_umol
134511,1991,73.16202712,tn_umol
136303,1991,16.41684511,tn_umol
136466,1991,27.48037116,tn_umol
136468,1991,20.34261242,tn_umol
211,1992,26.05281941,tn_umol
490,1992,47.46609565,tn_umol
554,1992,132.8336902,tn_umol
620,1992,60.22840828,tn_umol
639,1992,80.0856531,tn_umol
655,1992,75.66024268,tn_umol
679,1992,207.7087794,tn_umol
698,1992,79.08636688,tn_umol
720,1992,76.37401856,tn_umol
906,1992,12.99072091,tn_umol
1014,1992,100.6423983,tn_umol
1130,1992,27.69450393,tn_umol
1203,1992,26.6952177,tn_umol
1257,1992,41.04211278,tn_umol
1273,1992,106.7094932,tn_umol
1421,1992,123.5546039,tn_umol
1524,1992,311.2062812,tn_umol
1537,1992,152.8907923,tn_umol
1602,1992,469.379015,tn_umol
1625,1992,52.42683797,tn_umol
1645,1992,34.61812991,tn_umol
1674,1992,35.47466096,tn_umol
1735,1992,64.52533904,tn_umol
1747,1992,34.61812991,tn_umol
1834,1992,69.23625981,tn_umol
1989,1992,34.40399714,tn_umol
1999,1992,176.302641,tn_umol
2023,1992,157.0306924,tn_umol
2133,1992,118.7009279,tn_umol
2135,1992,47.39471806,tn_umol
2266,1992,318.5581727,tn_umol
2438,1992,116.1313348,tn_umol
2501,1992,151.8201285,tn_umol
2509,1992,89.29336188,tn_umol
2531,1992,317.2019986,tn_umol
2849,1992,70.52105639,tn_umol
2859,1992,36.90221271,tn_umol
2928,1992,164.5967166,tn_umol
3009,1992,59.1006424,tn_umol
3271,1992,39.61456103,tn_umol
3304,1992,52.03426124,tn_umol
3459,1992,37.18772305,tn_umol
3511,1992,84.082798,tn_umol
3693,1992,100.9279086,tn_umol
3861,1992,127.7658815,tn_umol
4044,1992,112.1341899,tn_umol
4120,1992,64.16845111,tn_umol
4137,1992,316.8451106,tn_umol
4169,1992,160.2426838,tn_umol
4467,1992,94.289793,tn_umol
4559,1992,50.96359743,tn_umol
4625,1992,20.48536759,tn_umol
4664,1992,13.13347609,tn_umol
4722,1992,8.160837497,tn_umol
4911,1992,113.1334761,tn_umol
4948,1992,39.97144897,tn_umol
5002,1992,150.8208423,tn_umol
5033,1992,43.54032834,tn_umol
5116,1992,112.7527956,tn_umol
5248,1992,22.46014751,tn_umol
5293,1992,38.6152748,tn_umol
5371,1992,79.03878182,tn_umol
5426,1992,44.25410421,tn_umol
5429,1992,266.952177,tn_umol
5584,1992,318.5581727,tn_umol
5585,1992,75.66024268,tn_umol
5614,1992,19.27194861,tn_umol
5723,1992,54.96074233,tn_umol
5724,1992,78.87223412,tn_umol
5726,1992,24.26837973,tn_umol
6058,1992,82.32215084,tn_umol
6059,1992,43.1834404,tn_umol
6060,1992,32.83369022,tn_umol
6061,1992,68.87937188,tn_umol
6063,1992,75.66024268,tn_umol
6064,1992,60.78991197,tn_umol
6065,1992,31.10023453,tn_umol
6066,1992,45.39614561,tn_umol
6067,1992,38.54389722,tn_umol
6068,1992,71.61551273,tn_umol
6070,1992,76.84986914,tn_umol
6071,1992,54.24696645,tn_umol
6075,1992,24.74423031,tn_umol
6076,1992,37.11634547,tn_umol
6181,1992,38.18700928,tn_umol
6185,1992,69.95003569,tn_umol
6188,1992,36.40256959,tn_umol
6189,1992,57.45895789,tn_umol
6190,1992,54.24696645,tn_umol
6191,1992,57.81584582,tn_umol
6192,1992,93.02878896,tn_umol
6197,1992,34.1184868,tn_umol
6199,1992,52.46252677,tn_umol
6201,1992,77.56364502,tn_umol
6202,1992,57.45895789,tn_umol
6207,1992,44.61099215,tn_umol
6208,1992,28.55103498,tn_umol
6213,1992,31.76302641,tn_umol
6217,1992,59.24339757,tn_umol
6218,1992,57.10206995,tn_umol
6220,1992,41.75588865,tn_umol
6221,1992,37.4732334,tn_umol
6223,1992,64.95360457,tn_umol
6227,1992,40.14989293,tn_umol
6298,1992,56.38829408,tn_umol
6299,1992,15.3461813,tn_umol
6300,1992,21.41327623,tn_umol
6301,1992,27.36140852,tn_umol
6302,1992,37.50567776,tn_umol
6303,1992,50.32119914,tn_umol
6849,1992,5.781584582,tn_umol
7695,1992,26.40970735,tn_umol
7830,1992,38.54389722,tn_umol
10987,1992,20.34261242,tn_umol
11123,1992,26.76659529,tn_umol
15979,1992,62.09850107,tn_umol
23670,1992,52.8194147,tn_umol
24707,1992,49.25053533,tn_umol
25625,1992,26.76659529,tn_umol
25646,1992,43.1834404,tn_umol
25760,1992,62.09850107,tn_umol
25980,1992,19.03402332,tn_umol
26660,1992,42.11277659,tn_umol
28665,1992,17.84439686,tn_umol
28836,1992,67.45182013,tn_umol
30918,1992,38.90078515,tn_umol
30935,1992,29.97858672,tn_umol
31993,1992,58.17273376,tn_umol
36107,1992,30.33547466,tn_umol
38285,1992,53.89007852,tn_umol
39362,1992,16.41684511,tn_umol
39489,1992,15.70306924,tn_umol
40387,1992,56.38829408,tn_umol
40610,1992,42.82655246,tn_umol
42413,1992,68.165596,tn_umol
43622,1992,13.91862955,tn_umol
45620,1992,51.74875089,tn_umol
46662,1992,43.1834404,tn_umol
49620,1992,23.91149179,tn_umol
49938,1992,13.0620985,tn_umol
51869,1992,53.89007852,tn_umol
55007,1992,83.86866524,tn_umol
55761,1992,54.24696645,tn_umol
56019,1992,74.94646681,tn_umol
63080,1992,71.0206995,tn_umol
66336,1992,36.04568166,tn_umol
67429,1992,84.22555318,tn_umol
73287,1992,56.74518201,tn_umol
78634,1992,31.16821318,tn_umol
80721,1992,38.06804663,tn_umol
86932,1992,68.165596,tn_umol
86937,1992,78.87223412,tn_umol
88095,1992,18.91506067,tn_umol
94414,1992,62.45538901,tn_umol
99307,1992,30.6923626,tn_umol
101415,1992,56.03140614,tn_umol
102576,1992,65.66738044,tn_umol
107503,1992,79.22912206,tn_umol
107694,1992,78.15845824,tn_umol
111865,1992,31.76302641,tn_umol
113702,1992,18.91506067,tn_umol
113873,1992,14.51344278,tn_umol
115040,1992,13.20485368,tn_umol
115959,1992,63.52605282,tn_umol
119108,1992,89.69783488,tn_umol
120170,1992,44.96788009,tn_umol
120948,1992,37.61598858,tn_umol
121089,1992,30.6923626,tn_umol
121236,1992,156.6738044,tn_umol
122138,1992,33.07161551,tn_umol
122324,1992,33.90435403,tn_umol
122517,1992,22.60290269,tn_umol
123328,1992,34.49916726,tn_umol
125242,1992,105.6388294,tn_umol
125428,1992,53.89007852,tn_umol
129083,1992,36.75945753,tn_umol
130135,1992,34.49916726,tn_umol
131352,1992,26.05281941,tn_umol
133407,1992,72.09136331,tn_umol
133439,1992,41.04211278,tn_umol
133500,1992,78.87223412,tn_umol
134511,1992,83.5117773,tn_umol
136303,1992,17.13062099,tn_umol
136466,1992,23.55460385,tn_umol
136468,1992,22.84082798,tn_umol
211,1993,20.97707986,tn_umol
490,1993,29.19343326,tn_umol
516,1993,114.7751606,tn_umol
520,1993,50.46395432,tn_umol
545,1993,249.2505353,tn_umol
576,1993,58.31548894,tn_umol
611,1993,40.54246966,tn_umol
619,1993,101.8558173,tn_umol
633,1993,179.1577445,tn_umol
760,1993,66.73804425,tn_umol
774,1993,86.15274804,tn_umol
850,1993,37.25910064,tn_umol
869,1993,109.4932191,tn_umol
906,1993,14.53723531,tn_umol
945,1993,52.74803712,tn_umol
1051,1993,31.40613847,tn_umol
1203,1993,28.12276945,tn_umol
1206,1993,80.79942898,tn_umol
1257,1993,30.54960742,tn_umol
1303,1993,188.1513205,tn_umol
1334,1993,103.2595765,tn_umol
1376,1993,115.6852248,tn_umol
1437,1993,99.64311206,tn_umol
1536,1993,130.8351178,tn_umol
1566,1993,138.3297645,tn_umol
1600,1993,70.87794433,tn_umol
1604,1993,30.04996431,tn_umol
1645,1993,33.19057816,tn_umol
1695,1993,19.70021413,tn_umol
1700,1993,30.83511777,tn_umol
1704,1993,160.385439,tn_umol
1712,1993,97.50178444,tn_umol
1747,1993,35.18915061,tn_umol
1776,1993,34.54675232,tn_umol
1837,1993,89.43611706,tn_umol
1904,1993,112.2055675,tn_umol
2127,1993,54.10421128,tn_umol
2135,1993,42.25553176,tn_umol
2282,1993,177.7301927,tn_umol
2551,1993,98.07280514,tn_umol
2642,1993,144.5396146,tn_umol
2665,1993,17.98715203,tn_umol
2671,1993,79.72876517,tn_umol
2740,1993,67.23768737,tn_umol
2793,1993,390.7922912,tn_umol
2800,1993,152.1770164,tn_umol
2830,1993,124.6252677,tn_umol
2833,1993,46.18129907,tn_umol
2856,1993,48.03711635,tn_umol
2993,1993,69.3076374,tn_umol
3022,1993,129.6216988,tn_umol
3146,1993,250.7494647,tn_umol
3157,1993,192.2912206,tn_umol
3182,1993,102.3554604,tn_umol
3199,1993,29.90720914,tn_umol
3205,1993,63.76397811,tn_umol
3305,1993,33.97573162,tn_umol
3382,1993,176.0647157,tn_umol
3559,1993,149.6074233,tn_umol
3620,1993,67.95146324,tn_umol
3627,1993,169.1648822,tn_umol
3752,1993,56.45967166,tn_umol
3803,1993,62.95503212,tn_umol
3806,1993,96.64525339,tn_umol
3838,1993,115.9885796,tn_umol
3847,1993,116.4168451,tn_umol
3853,1993,58.95788722,tn_umol
3887,1993,94.14703783,tn_umol
3911,1993,39.90007138,tn_umol
3994,1993,27.62312634,tn_umol
4037,1993,51.17773019,tn_umol
4220,1993,79.37187723,tn_umol
4433,1993,25.26766595,tn_umol
4454,1993,37.40185582,tn_umol
4467,1993,90.57815846,tn_umol
4559,1993,92.64810849,tn_umol
4625,1993,16.98786581,tn_umol
4664,1993,13.27623126,tn_umol
4722,1993,8.517725434,tn_umol
5002,1993,122.5553176,tn_umol
5208,1993,76.08850821,tn_umol
5248,1993,23.15013086,tn_umol
5286,1993,171.805853,tn_umol
5371,1993,114.732334,tn_umol
5400,1993,79.22912206,tn_umol
5610,1993,24.9821556,tn_umol
5723,1993,56.74518201,tn_umol
5724,1993,84.58244111,tn_umol
5726,1993,25.33904354,tn_umol
5934,1993,35.68879372,tn_umol
6058,1993,78.87223412,tn_umol
6059,1993,63.52605282,tn_umol
6060,1993,41.39900071,tn_umol
6061,1993,77.80157031,tn_umol
6063,1993,57.45895789,tn_umol
6064,1993,76.37401856,tn_umol
6065,1993,38.40114204,tn_umol
6066,1993,58.88650964,tn_umol
6070,1993,85.65310493,tn_umol
6071,1993,59.95717345,tn_umol
6075,1993,25.93385677,tn_umol
6076,1993,29.74066143,tn_umol
6181,1993,32.83369022,tn_umol
6188,1993,57.10206995,tn_umol
6189,1993,56.74518201,tn_umol
6190,1993,53.21595686,tn_umol
6191,1993,60.31406138,tn_umol
6192,1993,78.0394956,tn_umol
6199,1993,80.29978587,tn_umol
6201,1993,59.71924816,tn_umol
6202,1993,58.88650964,tn_umol
6207,1993,73.16202712,tn_umol
6208,1993,26.88555793,tn_umol
6213,1993,31.40613847,tn_umol
6217,1993,54.24696645,tn_umol
6218,1993,71.37758744,tn_umol
6220,1993,44.96788009,tn_umol
6221,1993,64.95360457,tn_umol
6223,1993,60.8137045,tn_umol
6227,1993,31.16821318,tn_umol
6298,1993,41.75588865,tn_umol
6299,1993,13.20485368,tn_umol
6300,1993,28.55103498,tn_umol
6301,1993,39.08972583,tn_umol
6302,1993,27.90214782,tn_umol
6303,1993,42.82655246,tn_umol
6849,1993,8.529621699,tn_umol
7461,1993,27.12348323,tn_umol
7462,1993,87.79443255,tn_umol
7496,1993,60.67094932,tn_umol
7544,1993,57.10206995,tn_umol
7545,1993,22.12705211,tn_umol
7547,1993,38.54389722,tn_umol
7592,1993,6.423982869,tn_umol
7593,1993,17.84439686,tn_umol
7595,1993,23.55460385,tn_umol
7596,1993,34.26124197,tn_umol
7597,1993,8.565310493,tn_umol
7598,1993,25.69593148,tn_umol
7646,1993,17.84439686,tn_umol
7695,1993,28.55103498,tn_umol
7785,1993,19.27194861,tn_umol
7790,1993,19.98572448,tn_umol
7791,1993,55.6745182,tn_umol
7792,1993,15.70306924,tn_umol
7830,1993,15.70306924,tn_umol
7894,1993,97.07351892,tn_umol
7966,1993,17.13062099,tn_umol
7970,1993,20.69950036,tn_umol
7982,1993,28.55103498,tn_umol
8065,1993,36.40256959,tn_umol
8271,1993,12.13418986,tn_umol
8272,1993,15.70306924,tn_umol
8278,1993,12.84796574,tn_umol
8281,1993,24.26837973,tn_umol
8282,1993,51.39186296,tn_umol
8286,1993,22.84082798,tn_umol
8289,1993,19.98572448,tn_umol
8290,1993,19.98572448,tn_umol
8291,1993,12.13418986,tn_umol
8294,1993,24.26837973,tn_umol
8305,1993,64.23982869,tn_umol
8306,1993,16.41684511,tn_umol
8312,1993,34.26124197,tn_umol
8333,1993,29.62169879,tn_umol
8365,1993,13.56174161,tn_umol
10987,1993,25.33904354,tn_umol
15979,1993,54.96074233,tn_umol
23670,1993,94.21841542,tn_umol
24707,1993,45.32476802,tn_umol
25625,1993,29.26481085,tn_umol
25646,1993,36.40256959,tn_umol
25760,1993,62.81227695,tn_umol
25980,1993,21.17535094,tn_umol
26660,1993,49.96431121,tn_umol
28665,1993,19.27194861,tn_umol
28836,1993,100.9992862,tn_umol
30918,1993,37.83012134,tn_umol
30935,1993,28.55103498,tn_umol
31993,1993,67.09493219,tn_umol
36107,1993,32.47680228,tn_umol
38285,1993,86.3668808,tn_umol
39362,1993,15.70306924,tn_umol
39489,1993,19.74779919,tn_umol
40387,1993,43.89721627,tn_umol
40610,1993,27.8372591,tn_umol
42413,1993,78.51534618,tn_umol
43622,1993,14.63240542,tn_umol
45620,1993,72.09136331,tn_umol
46662,1993,54.60385439,tn_umol
49620,1993,24.26837973,tn_umol
49938,1993,19.21841542,tn_umol
51869,1993,54.24696645,tn_umol
55007,1993,53.53319058,tn_umol
55761,1993,54.96074233,tn_umol
56019,1993,44.25410421,tn_umol
63080,1993,77.08779443,tn_umol
66336,1993,30.33547466,tn_umol
67429,1993,49.96431121,tn_umol
73287,1993,62.45538901,tn_umol
78634,1993,36.64049488,tn_umol
80721,1993,40.20937426,tn_umol
86932,1993,94.57530335,tn_umol
86937,1993,68.52248394,tn_umol
88095,1993,18.55817273,tn_umol
94414,1993,81.37044968,tn_umol
99307,1993,33.5474661,tn_umol
