"lagoslakeid","hu4_zoneid","iws_zoneid","nhd_lat","nhd_long","lake_area_ha","maxdepth","iws_areaha","lakeconnectivity","iws_slope_mean","iws_urban","iws_crop","iws_pasture","iws_forest","iws_lakes_lakes4ha_overlapping_area_pct","iws_lakes_lakes4ha_isolated_overlapping_area_pct","iws_lakes_lakes4ha_drlakestream_overlapping_area_pct","iws_streamdensity_headwaters_density_mperha","iws_streamdensity_midreaches_density_mperha","iws_streamdensity_rivers_density_mperha","hu4_baseflowindex_mean","hu4_runoff_mean","hu4_dep_totaln_1990_mean","hu4_dep_totaln_2010_mean","hu4_dep_change","hu4_prism_ppt_30yr_normal_800mm2_annual_mean","hu4_prism_tmean_30yr_normal_800mm2_annual_mean","hu4_tmean_1990","hu4_tmean_2011","hu4_tmean_change","hu4_ppt_1990","hu4_ppt_2011","hu4_ppt_change","hu4_damdensity_pointspersqkm","hu4_roaddensity_density_mperha","hu4_slope_mean","hu4_urban","hu4_crop","hu4_pasture","hu4_forest","hu4_lakes_lakes4ha_avgsize_ha","hu4_lakes_lakes4ha_overlapping_area_pct","hu4_lakes_lakes4ha_isolated_overlapping_area_pct","hu4_lakes_lakes4ha_drlakestream_overlapping_area_pct","hu4_latewisconsinglaciation_glaciation"
8501,"HU4_1","IWS_38050",47.105303,-68.723707,54.72094143,10.0584,5231.39690659443,"DR_LakeStream",7.4612,0,0,0,91.05,0.207,0,0,4.6492,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7624,"HU4_1","IWS_38133",47.056248,-68.363866,3276.139574,37.1856,18279.9663248775,"DR_LakeStream",3.258,0,0,0,73.01,0.072,0,0,6.6995,0.0654,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8255,"HU4_1","IWS_38026",46.629483,-69.37345,974.8393054,17.6784,50925.2727662828,"DR_LakeStream",3.5981,0,0,0,65.04,0,0,0,5.3501,0.7595,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8453,"HU4_1","IWS_38028",46.377967,-69.33521,5365.25698,37.7952,43055.3895564578,"DR_LakeStream",3.3257,0,0,0,73.07,0.0417,0,0.0107,5.8901,1e-04,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7736,"HU4_1","IWS_38049",47.112776,-68.334272,1000.300054,14.0208,14371.3987859076,"DR_LakeStream",3.3428,1.34,17.47,7.03,47.81,0.1657,0,0.0403,7.7466,0.6014,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7956,"HU4_1","IWS_38024",46.829164,-68.770994,1039.98527,14.0208,24664.2050189706,"DR_LakeStream",7.8837,0,0,0.02,91.18,0.0476,0,0.0235,6.3158,0.1624,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7483,"HU4_1","IWS_37911",47.191851,-68.475583,7.383506756,3.6576,412.214891791222,"DR_Stream",6.5469,3,37.05,9.31,40.79,1.0366,0,0,4.1794,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7710,"HU4_1","IWS_38009",46.095074,-68.031658,463.3658919,14.9352,4277.52737469597,"DR_Stream",6.2649,0,0,0,90.51,0,0,0,4.4479,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8319,"HU4_1","IWS_37875",47.024242,-68.21115,635.3602412,11.5824,7704.59141795893,"DR_LakeStream",3.5449,0.7,0,0.88,71.44,0,0,0,6.9115,3e-04,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8297,"HU4_1","IWS_38072",46.618354,-68.005937,34.01512808,2.7432,372.627312973149,"Headwater",8.1633,1.33,9.21,1.26,80.1,0,0,0,0.0169,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7668,"HU4_1","IWS_37901",46.097245,-67.926898,98.48462013,32.6136,721.737958046991,"DR_Stream",3.8663,0.36,3.98,0.59,75.67,0,0,0,6.017,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7654,"HU4_1","IWS_38036",46.650792,-68.030219,146.8980117,4.572,3345.58938410057,"DR_LakeStream",2.7043,1.96,21.29,4.34,49.89,0,0,0,7.7366,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7876,"HU4_1","IWS_38117",46.884487,-67.838118,40.72591696,15.24,961.73414289076,"DR_Stream",2.0073,2.61,63.04,5.75,17.26,0,0,0,3.0994,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7772,"HU4_1","IWS_38088",46.135191,-68.0351,36.89609202,10.0584,2747.39488167681,"DR_LakeStream",3.9218,2.79,6.82,1.38,74.86,0,0,0,5.2446,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8196,"HU4_1","IWS_38034",47.058615,-68.498699,2268.271728,41.4528,23386.1200306456,"DR_LakeStream",4.794,0.53,0.4,0.09,85.41,0.0226,0,0,5.2809,0.4546,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7906,"HU4_1","IWS_37922",46.390488,-68.998471,818.134158,37.4904,17160.6852938752,"DR_LakeStream",6.4087,0,0,0,84.6,0.1896,0,0.0377,7.9847,1e-04,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7671,"HU4_1","IWS_37777",46.014967,-69.968478,45.16919237,1.524,447.295355299225,"DR_LakeStream",4.8252,0,0,0,65.69,0,0,0,3.5238,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7673,"HU4_1","IWS_37869",47.213199,-68.467192,19.23081368,4.572,237.069770069549,"DR_Stream",7.5854,0.87,28.45,0,64.27,0,0,0,3.6344,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8447,"HU4_1","IWS_37798",46.705729,-68.060487,48.70841033,9.7536,933.487510823739,"DR_Stream",3.5545,4.06,25.13,7,51.01,0,0,0,6.7712,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8422,"HU4_1","IWS_37849",46.035675,-69.947862,89.30896416,4.2672,1836.8792832254,"DR_LakeStream",4.3443,0,0,0,49.2,0,0,0,6.3975,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
8349,"HU4_1","IWS_37843",46.711032,-67.808982,4.280660849,1.8288,162.35421601224,"DR_Stream",2.8533,1.5,69.04,6.84,12.62,0,0,0,16.023,0,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7609,"HU4_1","IWS_38097",46.785685,-68.512422,914.5061798,7.62,21522.0090859598,"DR_LakeStream",3.7111,0.24,0.08,0.37,75.07,0.0546,0,0,4.9772,1.0738,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7585,"HU4_1","IWS_37960",47.210012,-68.236592,2773.710152,49.6824,19104.2507012366,"DR_LakeStream",3.5567,1.42,20.48,4.06,56.21,0.0314,0,0,4.8387,1e-04,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7931,"HU4_1","IWS_38111",47.154002,-68.29126,405.9589884,6.096,3176.81652122951,"DR_LakeStream",3.3054,0.23,0.08,0.09,71.23,0,0,0,3.4377,0.2304,0,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
7940,"HU4_1","IWS_38092",46.69631,-67.802579,60.70841272,4.572,3767.46356931193,"DR_Stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5325,22.633,3.7653,1.7825,-0.0730899999999988,1058.3433,3.6599,405.411208773036,453.381200336597,0.0256414649758146,9747.80130231148,10326.0377474808,0.278988742817783,0.002,7.5734,3.7375,0.6096,4.8414,0.9925,69.974,109.5376,2.1273,9e-04,1.5592,"Glaciated"
16,"HU4_10","IWS_43019",41.684786,-70.973289,34.80959191,6.1,1944.53073743606,"DR_Stream",1.5478,18.44,0.1,1.08,56.17,0,0,0,8.6449,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8285,"HU4_10","IWS_43336",41.874739,-71.46651,20.14215956,3,772.349305739176,"DR_Stream",3.32,17.26,0,3.11,62.83,0,0,0,10.3669,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8333,"HU4_10","IWS_42556",41.696441,-71.619423,240.0981873,11,4796.61259138159,"DR_LakeStream",4.149,5.99,0.29,3.81,72,0.1109,0,0,8.2698,0.0063,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7598,"HU4_10","IWS_42970",41.640484,-71.156263,197.4905242,7.3,352.487167126783,"Headwater",2.4589,13.91,0,2.76,33.95,0,0,0,4.6888,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8290,"HU4_10","IWS_43447",41.469871,-71.557113,17.61592587,12,7.59970916066053,"Isolated",2.4308,2.44,0,1.22,45.12,0,0,0,0,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
5186,"HU4_10","IWS_43709",41.654109,-70.458283,66.44734963,2.7,739.386829646864,"DR_Stream",3.1749,26.93,2.91,0.24,49.11,0,0,0,3.0212,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
1658,"HU4_10","IWS_43133",41.741041,-70.109802,17.89187373,4,146.735615439382,"DR_LakeStream",5.8643,8.31,0,0.67,60.84,0,0,0,6.164,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8354,"HU4_10","IWS_43423",41.705333,-71.458616,23.00369642,13.7,294.376048360266,"DR_Stream",3.7173,67.2,0,0,21.63,0,0,0,9.1513,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8289,"HU4_10","IWS_43571",41.523343,-71.449915,22.01255826,5.8,1338.60326974013,"DR_Stream",3.5444,12.76,0,4.94,59.36,0.9005,0,0,9.6923,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8282,"HU4_10",NA,41.871061,-71.345847,1.49247486,1.5,NA,"DR_Stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7647,"HU4_10","IWS_42624",41.887301,-71.550046,9.996634043,3.5,340.751729487275,"DR_Stream",4.6135,32.71,0,24.27,15.07,2.8518,0,0,10.2434,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
6730,"HU4_10","IWS_43414",41.48928,-71.872739,40.78588825,7.9,172.368133651163,"DR_Stream",9.0839,0.42,0,1.3,84.45,0,0,0,6.4776,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7965,"HU4_10",NA,41.743681,-71.318561,3.29407261,4,NA,"DR_Stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7695,"HU4_10","IWS_42739",41.563199,-71.479539,46.8921219,2.5,928.581161368886,"DR_Stream",3.7668,26.66,0.41,5.55,40.75,0,0,0,4.8973,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7464,"HU4_10","IWS_43325",41.79417,-71.432533,29.68073433,3.5,294.004415947069,"Isolated",2.0192,97.09,0,0,0.83,0,0,0,0.2437,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7547,"HU4_10","IWS_42900",41.899569,-71.40709,17.13616307,18,46.9513103983404,"Headwater",4.8975,87.81,0,0,5.33,0,0,0,0,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8271,"HU4_10","IWS_43293",41.441102,-71.690336,9.808243782,3,1754.82560026493,"DR_Stream",3.443,3.96,0.25,5.55,58.17,0,0,0,8.2542,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8308,"HU4_10","IWS_43593",41.635716,-71.555745,32.63366512,11.5,61.2986672626078,"Headwater",5.815,0,0,0,82.43,0,0,0,0.0911,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8274,"HU4_10","IWS_43570",41.7906,-71.442921,14.62049058,3,495.435907018637,"DR_Stream",2.2157,91.81,0,0,0.53,5.9908,5.9908,0,0.8171,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7894,"HU4_10","IWS_42766",41.780441,-71.409863,36.08842474,2.7,584.663846489951,"Headwater",2.4258,93.28,0,0,2.05,0,0,0,0,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7982,"HU4_10",NA,41.957503,-71.472248,2.192925447,3.4,NA,"DR_Stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7958,"HU4_10","IWS_43135",41.828263,-71.543798,43.51312182,3,204.566315717097,"DR_Stream",4.2711,35.93,0,2.24,39.8,0,0,0,1.688,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7963,"HU4_10","IWS_43268",41.507307,-71.129996,162.8316959,2.7,1064.91103164651,"DR_LakeStream",2.4418,1.95,0,13.22,54.93,0,0,0,14.4245,1.7557,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8281,"HU4_10","IWS_43356",41.677571,-71.550382,90.87605415,3.4,598.160336038281,"DR_Stream",3.4097,50.98,0,0.14,16.47,0,0,0,3.864,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8278,"HU4_10","IWS_43253",41.391255,-71.662034,6.90132539,10,39.6097763863384,"Isolated",8.254,0,0,0,94.99,0,0,0,0,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7787,"HU4_10","IWS_43210",41.477396,-71.425743,24.94742482,1.5,492.310908948532,"DR_Stream",2.6525,43.6,0,1.54,25.9,0,0,0,5.8039,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8304,"HU4_10",NA,41.735309,-71.410773,3.475893085,5.9,NA,"DR_Stream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8305,"HU4_10","IWS_42941",41.538421,-71.472332,7.533056657,4.2,479.15262793071,"DR_Stream",3.7075,18.2,0,5.6,58.66,0.9436,0,0,6.2352,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
7792,"HU4_10","IWS_42949",41.876332,-71.584137,105.8208501,2.1,1901.92750393939,"DR_Stream",4.4809,5.07,0.03,7.84,67.32,0.3188,0,0,12.3248,0.8455,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
8286,"HU4_10","IWS_43481",41.516009,-71.720839,33.05722236,4,2064.32741857722,"DR_LakeStream",4.2334,3.85,0.29,5.63,73.58,0,0,0,9.9162,0,0,57.049,24.672,4.9128,3.1098,-0.0904259999999973,1241.9529,10.0176,1100.24987922581,1077.49147104755,0.0211881682541295,10590.2688142175,12449.4310801016,0.320396501032826,0.0584,56.0911,3.1494,23.9524,1.3503,3.7382,38.2735,29.5183,2.894,0.2386,1.3093,"Partially_Glaciated"
